method,query_issue,target_issue,target_rank,candidate_count,latency_ms,query_title,target_title,shared_labels,top_issue_numbers
rerank,79554,37987,,20,674.267,Launch devtools faster/earlier to make it easier to profile app startup ,Enable hot restart on profile mode,,45801|35111|42663|45142|42264|35770|43791|52350|28846|60365
rerank,79634,66413,9,20,823.331,VideoController.size not correct on iPhone SE (2nd generation),[video_player] Aspect Ratio sometimes incorrect in iOS,,65260|40429|72696|30169|79340|45428|56120|53906|66413|46920
rerank,80330,14288,,20,785.693,Flutter showing odd borders that don't actually exist.,Antialiasing behaviour when same-colour ,,48201|33918|46926|41264|45946|40056|37388|48252|49489|29084
rerank,80402,79949,,20,9259.29,Dart snapshot generator failed with exit code -1073741819,Building project fails on generating snapshot with segmentation fault after upgrading to 2.0.1,,35111|43543|48520|59676|57772|54926|43055|79853|43791|52350
rerank,80750,77084,2,20,597.471,[web] zooming and resizing does not redraw Scaffold properly,[web] flutter website doesn't resize  properly when zoomed in/out and resizing window on desktop ,,37676|77084|68448|45482|73120|24417|71299|7036|53489|58521
rerank,80933,80418,1,20,713.413,"[tool_crash] ProcessException: The directory name is invalid. Command: C:\opt\flutter_windows_2.0.5-stable\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267","[tool_crash] ProcessException: The directory name is invalid. Command: C:\src\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267",,80418|78940|53913|47167|67335|55742|61547|30757|70825|64843
rerank,80961,81029,,20,712.07,Keyboard doesn't popup when focusing on Android Platform view that includes text fields,[Android] Native EditText does not work for all input types when used with AndroidViewSurface,P0|a: platform-views|a: text input|customer: product|engine|found in release: 2.0|found in release: 2.1|found in release: 2.2|has reproducible steps|platform-android,73171|70376|34309|25763|62800|20485|16355|39900|52599|70443
rerank,81196,82520,,20,27117.839,Flutter build hangs on: Observatory listening on ,Stuck on observatory when running on VIvo devices,tool,61208|43344|73320|53625|67559|22293|56523|62771|28817|23585
rerank,81287,80418,1,20,718.39,"[tool_crash] ProcessException: The directory name is invalid. Command: C:\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267","[tool_crash] ProcessException: The directory name is invalid. Command: C:\src\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267",,80418|80933|78940|67335|53913|61547|70825|64843|30757|58312
rerank,81762,81777,4,20,455.928,Jump to internal section anchor,[flutter_markdown] Relative anchors,p: flutter_markdown|package,36530|49513|44899|81777|41212|23674|44484|47344|11495|9724
rerank,82354,82345,,20,766.458,Android Studio (not installed),Flutter Doctor cannot find Android Studio 4.2,,22218|70601|70381|53038|65153|63271|22293|53625|14189|67559
rerank,83331,83232,20,20,611.774,X Unable to locate Android SDK., Unable to locate Android SDK,,48065|44180|53038|53045|78327|77475|57265|27175|53625|22293
rerank,84096,83102,2,20,7307.316,Error with I10n on Flutter 2.2.1 when use Messages With Numbers,Generated l10n file is missing 'intl' import with Flutter 2.2.0,,49689|83102|77491|28314|75977|62103|12040|39937|45909|45538
rerank,84503,82917,1,20,662.457,Flutter UWP run issue,UWP  run/build failed at master branch,,82917|13532|21420|25324|12110|70825|74203|77133|57000|31579
rerank,85220,59757,1,20,674.103,[tool_crash] StateError: Bad state: Cannot add event after closing,[tool_crash] StateError: Bad state: Cannot add event after closing,,59757|83793|83178|55009|54742|55010|55960|54230|60495|77581
rerank,85751,54213,1,20,699.231,"[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28","[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28",,54213|57697|78236|65907|65326|76207|63266|65719|71218|59770
rerank,86257,84252,,20,621.394,Flutter web mjpeg stream never loads,The `Request` can't request a keep-alive http connection on web platform.,,58779|82354|29237|48670|28337|31848|53625|39304|69310|40734
rerank,86283,60678,,20,639.679,Terminate called after throwing instance of 'std::bad_cast' (arm64),support linux arm/aarch64 target platform,,21887|43844|68964|48871|19141|73342|73452|23585|22247|3601
rerank,86320,68958,16,20,708.706,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,65326|76207|65719|85751|67093|71218|54213|65907|78236|65162
rerank,86652,85195,14,20,683.236,Flutter Web: image_picker plugin gets image from folder instead of webcam,[image_picker] Cameras don't work on the web,,31845|37134|49049|62669|22476|60793|70110|42315|80517|17567
rerank,87432,63619,9,20,565.098,"Flutter Installer Package for GNU/Linux, Mac or Windows",[Add Official Support] Add Support for Flutter Installer,,81326|71368|22218|71107|63271|31579|33749|84265|63619|52262
rerank,87927,62496,3,20,688.162,"Android 19 does not work with WebView in any mode, please test before closing the issue",Platform views are not rendering on Android API 21 & under emulator that uses Virtual Display mode ,,30256|86959|62496|76482|33500|33501|47677|67912|79601|77792
rerank,88302,82520,,20,58657.964,Waiting for obsevatory port to be available... on Vivo S1 only,Stuck on observatory when running on VIvo devices,,54431|42999|32032|79498|78333|37583|32587|55128|68486|40443
rerank,89497,88688,,20,1340.385,Flutter Web: Regression - Widgets have random ghosting behavior  in master and dev branch -- Can be observed with Link widget but applies to others as well,[Web] [Video_Player] Rendering regression,,85033|57768|65830|87686|43118|18906|37930|46926|40056|48520
rerank,89547,89540,1,20,795.401, No MaterialLocalizations found when using rflutter package,No MaterialLocalizations found,,89540|77523|65868|30630|54926|68939|29031|25399|42806|82874
rerank,90733,90675,1,20,529.344,Support iPhone’s ProMotion (120hz),Scrolling is not true 120hz and feels laggy on ProMotion iPhone 13,,90675|19144|70561|75664|67054|70699|48248|31203|37321|47842
rerank,90961,86565,11,20,762.679,External keyboard input bug in TextField in Flutter SDK 2.5.1 iOS,Textfield is duplicating characters when typing too fast from hardware keyboard,,20485|70376|4029|33011|78335|80961|45781|10341|30656|81029
rerank,91372,53120,18,20,762.292,Issue: Installing Flutter on Microsoft Surface Pro X,Add Support for running Flutter on Windows ARM64,,55603|83354|29237|41353|34029|72705|24103|21420|81522|72211
rerank,91589,60495,1,20,637.146,[tool_crash] StateError: Bad state: No context with the running Dart application.,[tool_crash] StateError: Bad state: No context with the running Dart application.,,60495|85220|59757|83793|55009|54742|55010|77581|74549|79711
rerank,91752,99606,,20,740.271,Set default keyboard language in textField,Ability to change the keyboard language programmatically,P3|a: text input|c: new feature|c: proposal|framework,81029|84495|91561|49936|67282|59845|49047|58439|23014|56510
rerank,93050,77581,1,20,713.747,[tool_crash] StateError: Bad state: Future already completed,[tool_crash] StateError: Bad state: Future already completed,,77581|59757|85220|74549|16602|91589|92634|75997|92754|40734
rerank,94108,80063,11,20,808.915,Generate dSYM file for flutter Plugin (iOS dynamic framework) ,Missing dSYM and bcsymbolmap in xcframework from `flutter build ios-framework`,platform-ios,12012|85480|67979|58966|65458|53576|60680|85107|10654|57940
rerank,95604,94060,1,20,596.881,flutter doctor error on IntelliJ IDEA: FormatException: Unexpected extension byte (at offset 5),[tool] flutter doctor throws ` FormatException: Unexpected extension byte` when using `IntelliJ IDEA  2021.3`  and `Dart` plugin,,94060|86014|49343|55275|95205|37564|49958|86656|83779|79853
rerank,96156,61340,,20,712.674,"[webview_flutter] When sliding to the webview page, a vertical line appears",[iOS]  UiKitView will be rendered with borders.,e: device-specific|platform-ios,67461|46366|30256|28045|86959|53253|83183|68877|92475|33106
rerank,96172,73355,1,20,554.32,VMServiceFlutterDriver: request_data message is taking a long time to complete... stuck on 2.8.1 vs 2.5.3,integration_test package pauses isolates and calling pumpAndSettle() never finishes.,,73355|16572|75003|23615|72423|90908|82449|7696|15374|25505
rerank,97242,70216,,20,857.753,Facing this error ,Confusing error message from flutter tools when verifying a broken Android Studio version.,,43055|41353|83596|4882|77475|57368|70381|17387|22293|65153
rerank,97483,51875,1,20,1137.048,[webview] WebView not parsing and rendering contents until visible,[webview_flutter] Allow to preload content into an off-screen webview,,51875|16502|30256|39770|86959|87927|26268|92264|85829|84690
rerank,97685,82602,1,20,702.99,image_picker no response on iOS simulator,"[image_picker] PlatformException(multiple_request, Cancelled by a second request, null, null) when picking the first default image from the ios simulator",,82602|59304|45688|89739|52993|74198|65995|73559|74779|96761
rerank,98798,94999,1,20,764.023,[Flutter Camera 0.9.4+14] Build Warning of deprecated API,[camera] Build warnings on camera 0.9.4+5 ,,94999|91413|89500|29421|92973|81816|20708|83174|62669|89479
rerank,98913,97489,1,20,787.863,"[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49","[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49",,97489|2478|76676|77581|92634|91589|92754|55009|55010|54742
rerank,99273,85583,6,20,4051.408,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,[video_player][Android TV] MPEG-DASH stream (no DRM) sometimes gets a unintentional picture-in-picture effect,e: device-specific|p: video_player|package|platform-android,90270|81804|66413|70568|79106|85583|66878|90114|71808|58138
rerank,99273,46460,,20,4266.851,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,video_player on 4K Amazon Fire TV stick shows small video on green background,e: device-specific|p: video_player|package|platform-android,90270|81804|66413|70568|79106|85583|66878|90114|71808|58138
rerank,101161,63193,2,20,677.769,i am facing this problem every time i try to run my code i just installed android studio,"Exception in thread ""main"" javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Tag mismatch!",,86854|63193|29288|41979|38801|48466|15253|26811|47602|40759
rerank,102879,66224,7,20,760.112,"[tool_crash] FileSystemException: Cannot create link, OS Error: 函数不正确。, errno = 1","[tool_crash] ""OS Error: Incorrect function"" in plugin symlinking if Flutter and project are on different volumes",,99618|98343|99378|76207|65719|102816|66224|59770|98066|86320
rerank,103204,100522,1,20,798.612,"The page suddenly flashed and couldn't stop, on iOS",Screen flickering on iOS since Flutter 2.10.0,,100522|31848|101232|95852|52527|77792|57083|82108|70565|42318
rerank,103520,103086,1,20,1542.403,[iOS Web] EditableText's cursor position jumps to position 0 after deleting a character when readOnly=true,[iOS Web] EditableText's cursor position jumps to 0 after changing cursor position and entering some text when `readOnly=true`,,103086|75555|98720|87356|97775|49047|30008|82708|87089|69202
rerank,103636,102451,9,20,1941.536,Flutter can't compile for windows desktop,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,98719|103577|63386|83354|93635|97814|98994|47669|102451|78579
rerank,104159,102451,,20,637.71,flutter upgrade running into doctor check crash,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,100851|98312|69863|30757|14725|16159|65153|97061|6219|17659
rerank,104378,101895,1,20,573.562,plugin(google_sign_in): use Object type for GoogleSignInAccount operator,[google_sign_in] GoogleSignInAccount implement the equals operator wrong,,101895|46189|15796|19442|55274|61505|90139|26144|67553|99766
rerank,104384,59312,1,20,1950.409,"[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 389ms Command: /Users/xs/work/jinengmao/android/gradlew, OS error code: 1","[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 0s Command: /Users/bhavneetsingh/Documents/android/gradlew, OS error code: 1",,59312|88771|45970|43543|69522|88052|32273|32182|59136|71637
rerank,105282,102451,17,20,2786.603,build to run flutter app on windows got these error message.,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,93635|84503|103636|104939|22970|20853|97814|96708|32792|98110
rerank,105659,102451,9,20,2755.281, Flutter Doctor Check Exception: Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,104939|103636|22970|105282|24562|27245|20853|98312|102451|65021
rerank,106248,95916,6,20,705.246,[tool_crash] StateError: Bad state: No context with the running Dart application.,[flutter_tools] StateError at RemoteDebuggerExecutionContext.id at package:dwds/src/debugging/execution_context.dart,,91589|92754|92634|60495|85220|95916|59757|83793|55009|77581
rerank,107352,83596,3,20,863.433,Crash,"Android crash: Fatal Exception: java.lang.RuntimeException java.util.concurrent.ExecutionException: java.lang.UnsatisfiedLinkError: dalvik.system.PathClassLoader[DexPathList[[zip file ""/system/framework/android.test.runner.jar"", zip file ""/system/framework/org.apache.http.legacy.boot.jar""........",,43853|86854|83596|29740|57360|80347|101742|97360|57368|78342
rerank,107829,100454,1,20,535.129,SkColorFiter/ImageFilter to DlColorFilter/ImageFilter,"Switch layers to DlImageFiter, DlColorFilter, and DlColorSource objects",engine,100454|105072|99997|51975|47165|106823|31351|100687|81145|50897
rerank,108180,108181,,20,635.923,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",r: duplicate,87025|65021|73025|96708|94279|101357|22970|24562|81666|105659
rerank,108254,105897,1,20,561.705,Add barcode icon to `Icons` class,Mismatches on Material icons,f: material design|framework,105897|21038|99973|92240|71123|34206|62557|3199|98909|4494
rerank,109621,93153,1,20,823.057,iOS app crash when toggle airplane mode in debug,[iOS] App crashes when toggling data on physical device in debug mode,,93153|24397|93152|22677|42999|36609|32452|4245|23585|74379
rerank,109623,89914,1,20,1047.897,Changing the `SystemUiMode` results in a stuttery keyboard opening animation on Android,SystemUiMode.edgeToEdge bottom viewInset jumps when keyboard is opening,a: text input|framework|has reproducible steps,89914|93650|24968|30002|39900|30259|84287|42586|51571|79218
rerank,111076,93635,1,20,21640.044,"Error waiting for a debug connection: The log reader stopped unexpectedly, or never started.",Error waiting for a debug connection: The log reader stopped unexpectedly. Error launching application on Windows.,,93635|103577|110057|70601|91378|98719|63271|82354|28817|67559
rerank,111970,101962,,20,678.23,[tool_crash] RPCError,"[tool_crash] RPCError Oops; flutter has exited unexpectedly: ""_flutter.screenshotSkp: (-32000) Could not capture SKP screenshot."".",,105400|98655|89459|83793|107901|106248|60495|38893|78775|92634
rerank,113174,111660,1,20,649.69,EditableTextState.toggleToolbar (package:flutter/src/widgets/editable_text.dart:3123),Forced Null Dereference causing crash in editableTextState,,111660|53925|69001|61999|1927|50458|51804|81839|110594|52741
rerank,113594,56607,16,20,13826.419,"Flutter on linux ignores the DART_VM_OPTIONS environment variable, meaning it is impossible to use Flutter on linux behind a corporate proxy",Add a flag to flutter pub/packages to use a self-signed cert file,team-tool|tool|triaged-tool,65982|36010|37839|43256|39957|106486|32296|15339|46892|30426
rerank,113965,98720,4,20,173533.487,Unexpected selection behavior in the TextField widget.,"[Android] TextField cursor doesn't move to tapped position, but converts into text selection mode after selecting input mode from virtual keyboard.",,30587|69202|75587|98720|94042|79592|64190|32830|104594|79046
rerank,114058,110331,1,20,1008.719,App is crashing continously in IOS device,Rendering high resolution images with the Image widget results in an app crash on iOS,,110331|52653|112545|17934|62727|34165|22677|4245|39371|23585
rerank,115667,95142,7,20,813.511,"[tool_crash] ProcessException: No such file or directory Command: google-chrome, OS error code: 2","[tool_crash] ProcessException: No such file or directory Command: /Applications/Google Chrome.app/Contents/MacOS/Google Chrome, OS error code: 2 when using custom devices",,78940|103906|80418|98655|81287|84874|95142|55960|54230|55009
rerank,116082,115832,17,20,1322.06,[go_router] 5.2.0 can't enter same path again,[go_router] Navigating back does not update router location since go_router 5.2.0,,108278|108674|107045|110511|94405|115355|113459|78620|8080|106204
rerank,116247,90135,,20,625.211,font not properly shown. while using the Open Sans Font.,Replacement character inserted after ellipsis on web,,6140|99665|39697|50637|89960|34414|110469|100048|58132|174571
rerank,116261,98342,6,20,710.771,TextField Paste option not work web mobile android chrome html render,[Android] TextField text selection toolbar not shown on long Press,,93257|101232|96365|110070|36665|98342|101738|68846|62392|46022
rerank,116712,81666,2,20,684.326,FormatException: Missing extension byte (at offset 87),flutter build ios - Crash  - [tool_crash] FormatException : Missing extension byte (at offset 17),,86014|81666|99472|20853|24562|22970|83592|98312|39517|80684
rerank,118171,118170,1,20,2684.281,"Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error, index=0, format=Format(1, null, null, video/avc, avc1.64000A, -1, null, [432, 768, 28.372639], [-1, -1]), format_supported=YES","Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,",,118170|79106|68094|111389|71055|98121|70568|73002|81804|99615
rerank,118494,61997,,20,921.186,"[tool_crash] FileSystemException: Cannot open file, OS Error: Operation did not complete successfully because the file contains a virus or potentially unwanted software., errno = 225","Advise user to add Flutter SDK, app project, pub cache, etc to antivirus allowlist",,65326|86320|76207|102816|65719|96549|98343|78236|102879|106278
rerank,120599,118947,8,20,726.9,[Impeller] Text rendering with border.,[Impeller & Skia] 0.25px separators rendering issue,P2|engine|platform-ios|team-engine|triaged-engine,21506|98368|82321|91839|67462|302|16223|118947|98975|24054
rerank,121048,119536,1,20,747.199,Flutter Web is showing emojis in outline form instead of color,[web][3.7] Emojis are not properly rendered,,119536|86204|111600|110010|112933|91839|45947|22303|107705|75188
rerank,122692,96167,,20,891.272,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,86320|65326|118494|76207|102816|65719|54213|96549|111796|85751
rerank,124503,103163,1,20,565.65,Paste triggers permission dialog every time on iOS 16,Flutter should support iOS 15's Secure Paste feature,,103163|87440|121012|37143|116261|53925|60780|63662|84584|66464
rerank,124869,124868,1,20,903.277,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",r: duplicate,124868|106953|96549|115838|65907|107699|76207|106278|123185|65719
rerank,125123,116954,4,20,1601.059,'[FATAL:flutter/shell/platform/android/platform_view_android_jni_impl.cc(1327)] Check failed: fml::jni::CheckException(env). ,Engine crashes when AndroidView is used large size,,112542|99472|47073|116954|97360|87927|112545|105486|106009|66318
rerank,125807,115912,1,20,586.277,Support Tone-based Surfaces in Material 3,Support tone-based surface and surface container `ColorScheme` roles,,115912|119278|71571|31312|31653|22669|27147|61380|89002|43396
rerank,125981,126069,,20,558.038,Update Tooltip widget,Update tooltips to support Material 3,f: material design|framework,66993|111450|111448|99022|103530|93331|51152|32723|99901|61380
rerank,127835,99954,4,20,859.502,"[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123","[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123",,126335|126152|114891|99954|105452|105106|107699|65907|111796|124869
rerank,129241,100584,1,20,761.977,"[tool_crash] SocketException: Write failed, OS Error: Broken pipe, errno = 32","[flutter_tools] ""SocketException: Write failed (OS Error: Broken pipe, errno = 32)"" during `flutter create`",,100584|122001|97489|108953|98913|2478|93597|121859|81287|76207
rerank,131753,81804,10,20,1836.425,"[video_player] PlatformException(VideoError, Video player had error com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error)","[video_player] PlatformException VideoError, MediaCodecVideoRenderer error, `format_supported=NO_EXCEEDS_CAPABILITIES`",,68094|99615|79106|71055|98121|128214|111389|72696|118171|81804
rerank,133145,59770,15,20,648.707,"I have a problem installing Flutter (the doctor check crashed)     X Due to an error, the doctor check did not complete. If the error message below is not helpful, please let us know       about this issue at https://github.com/flutter/flutter/issues.     X FileSystemException: Cannot resolve symbolic links, path = 'D:\¦ں­ êêëيم ںé§¦يé\ ©ê¤ى\flutter\bin\flutter' (OS       Error: The system cannot find the path specified.","[tool_crash] FileSystemException: Cannot resolve symbolic links, path = 'D:\development\flutter' (OS Error: The system cannot find the file specified., errno = 2)",,129505|123388|97061|127797|130889|104710|95753|8882|102879|98066
rerank,134412,115359,3,20,629.255,Provide an option to show last typed character briefly in TextField when obscureText is true on IOS,Textformfield obscureText is not displayed as expected on iOS,,114956|122300|115359|10341|67282|55448|99918|123007|115702|88138
rerank,134731,96646,3,20,901.418,[local_auth] Android throws auth_error.notAvailable instead of showing Dialog to enable pin-code,"[local_auth] ""authenticate"" with parameter ""useErrorDialogs = true"" does not open a dialog",,105005|130963|96646|47136|69682|31685|27584|13506|36010|26705
rerank,135199,132755,,20,2993.993,"[MacOS 14.0 & Xcode15] ""failed to write to a file"" error during build",DT_TOOLCHAIN_DIR cannot be used to evaluate LD_RUNPATH_SEARCH_PATHS,e: OS-version specific,78348|102123|67979|108343|10461|75307|127077|81462|105595|53576
rerank,136126,14720,,20,913.542,"image_picker, unintended scrolling when taking photo and using brightness controls",Flutter can receive touches even when hidden behind another native ViewController,,80428|134753|96761|34787|66165|122884|22476|59304|43085|37134
rerank,136154,135301,1,20,642.728,Make an option for Wrap widget to have the Expanded children to fill the remaining space,Wrap widgets according to minimum size and then stretch them to fill available width,,135301|128702|18906|54968|105760|92761|95415|26984|9322|48252
rerank,136867,98066,2,20,715.715,"[tool_crash] FileSystemException: Creation failed, OS Error: No such file or directory, errno = 2","[flutter_tools] FileSystemException: Creation failed, path = 'C:\path' (OS Error: The system cannot find the file specified. , errno = 2)",,111796|98066|126335|128309|130889|65719|114891|86320|122692|102816
rerank,138106,133465,3,20,809.83,Avoid opening Xcode every time app runs on physical device.,Long-term solution to replacing `ios-deploy`,,135208|126494|133465|137060|125671|62518|78134|135347|64544|64881
rerank,138583,106953,4,20,850.038,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",,132889|124868|124869|106953|96549|115838|107699|65907|76207|106278
rerank,139301,40648,1,20,729.717,TextField with TextAlign.end imposes unintended behaviour when character before last one is a space.,Trailing space doesn't work with TextField with `TextAlign.right` or `TextAlign.center` or `TextAlign.end`,P2|a: text input|f: material design|framework|has reproducible steps|team-framework|triaged-framework,40648|129734|17625|126263|24456|22496|98720|82720|114433|79046
rerank,140035,97160,,20,555.52,Windows plugin_test is 2.11% flaky,Windows build_tests flakes on `android_aot_release_android-arm64` failure,c: flake,125547|131758|132644|99003|93256|121708|128864|100643|125117|107548
rerank,142069,106659,6,20,723.948,BUG: DropdownButtonFormField input isn't clipped when focused/hovered.,DropdownButtonFormField InkWell spreads to error message,,135903|41881|94053|59743|127578|106659|60624|122998|62377|36324
rerank,144139,139861,6,20,584.367,Update intl library in flutter_localizations ,Version solving failed for `intl: 0.19.0` with `flutter_localizations`,,75977|125493|77491|20727|132902|139861|45863|45774|28322|72671
rerank,144768,138395,1,20,913.449,"Often the TextField does not focus and not enabled, and text input is not possible.",TextFormField is not focused when tapping it again after entering Japanese characters without pressing done but closing keyboard,,138395|70376|73171|81029|98720|33011|88138|113254|90961|140537
rerank,144909,135903,2,20,1077.459,DropdownMenu's trailing icon padding cannot be changed,Optional padding for DropdownMenu's leadingIcon and trailingIcon,,125199|135903|137730|144611|16020|127568|120689|61300|90964|89029
rerank,145535,133585,3,20,963.019,"[tool_crash] ProcessException: Failed to find ""git"" in the search path. Command: git, OS error code: 0",[flutter_tools] ProcessException trying to call git,,140585|143391|133585|124473|93597|83107|80418|84874|89452|90059
rerank,146574,137411,4,20,735.065,ElevatedButton style applying wrong vertical padding,Incorrect vertical padding for `ElevatedButton` from `ButtonStyle`,,131945|123528|22125|137411|88706|81890|99022|24417|3321|111648
rerank,147509,137025,4,20,727.425,Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[web]: Unicode char throws `Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER)` error,,117952|134513|105659|137025|20853|129707|65021|87025|27245|24562
rerank,147747,79748,,20,800.761,[tool_crash] HttpException,[tool_crash] HttpException,,145417|79711|103906|101742|145535|91378|64843|81287|93597|88228
rerank,148482,65021,1,20,872.016,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,65021|129707|87025|123988|96708|108181|73025|22970|140612|63189
rerank,149026,65021,1,20,882.252,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,65021|129707|96708|87025|108181|73025|123988|140612|22970|78236
rerank,149313,135552,1,20,813.682,[tool_crash] ExistingDartDevelopmentServiceException,[tool_crash] ExistingDartDevelopmentServiceException,,135552|112338|78775|84874|89459|145417|131595|107901|106248|112449
rerank,149406,148983,1,20,918.978,UniqueKey().toString() behaves differently in debug and release mode,"`ValueKey<T>(..).toString()` doesn't work in `Release` mode, gives response as `Instance of 'ValueKey<T>'` in `3.22.0` and `3.22.1`",,148983|87636|18207|122441|31552|59918|80762|87810|130739|109598
rerank,149550,143391,1,20,860.708,"[tool_crash] ProcessException: Failed to find ""D:\Flutter\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe"" in the search path. Command: D:\Flutter\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe, OS error code: 0","[flutter_tools] ProcessException: Failed to find ""C:\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe"" in the search path",,143391|144620|144618|145692|140585|80418|80933|83107|97061|53913
