method,query_issue,target_issue,target_rank,candidate_count,latency_ms,query_title,target_title,shared_labels,top_issue_numbers
rrf,80750,77084,1,68,124.464,[web] zooming and resizing does not redraw Scaffold properly,[web] flutter website doesn't resize  properly when zoomed in/out and resizing window on desktop ,,77084|78009|77043|79634|67528|46460|76580|75613|51875|68436
rrf,80933,80418,1,69,138.016,"[tool_crash] ProcessException: The directory name is invalid. Command: C:\opt\flutter_windows_2.0.5-stable\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267","[tool_crash] ProcessException: The directory name is invalid. Command: C:\src\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267",,80418|59770|78099|68958|66224|65021|59312|78342|70216|79748
rrf,80961,81029,,70,128.895,Keyboard doesn't popup when focusing on Android Platform view that includes text fields,[Android] Native EditText does not work for all input types when used with AndroidViewSurface,P0|a: platform-views|a: text input|customer: product|engine|found in release: 2.0|found in release: 2.1|found in release: 2.2|has reproducible steps|platform-android,75423|75076|75613|78342|61340|79634|80330|40648|79949|62496
rrf,81196,82520,,72,157.035,Flutter build hangs on: Observatory listening on ,Stuck on observatory when running on VIvo devices,tool,76705|78099|76768|78342|80418|79949|80933|66833|79748|70216
rrf,81287,80418,1,73,135.412,"[tool_crash] ProcessException: The directory name is invalid. Command: C:\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267","[tool_crash] ProcessException: The directory name is invalid. Command: C:\src\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267",,80418|80933|78099|59770|65021|68958|66224|78342|59757|59312
rrf,81762,81777,1,17,21.274,Jump to internal section anchor,[flutter_markdown] Relative anchors,p: flutter_markdown|package,81777|14720|46789|38437|30701|31373|46460|45332|13868|24923
rrf,82354,82345,11,78,136.453,Android Studio (not installed),Flutter Doctor cannot find Android Studio 4.2,,78342|80418|78099|80933|70216|81287|81196|66224|76705|59770
rrf,83331,83232,6,84,144.034,X Unable to locate Android SDK., Unable to locate Android SDK,,82354|80418|80933|70216|82345|83232|78342|78099|68958|81287
rrf,84096,83102,5,86,241.734,Error with I10n on Flutter 2.2.1 when use Messages With Numbers,Generated l10n file is missing 'intl' import with Flutter 2.2.0,,76768|80402|65021|80418|83102|81287|79949|80933|81666|76705
rrf,84503,82917,1,88,165.791,Flutter UWP run issue,UWP  run/build failed at master branch,,82917|76777|66224|80933|79748|61997|82354|59312|81666|70216
rrf,85220,59757,1,90,179.005,[tool_crash] StateError: Bad state: Cannot add event after closing,[tool_crash] StateError: Bad state: Cannot add event after closing,,59757|78099|78342|60495|81666|81287|68958|79748|54213|80418
rrf,85751,54213,1,92,202.35,"[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28","[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28",,54213|68958|65021|81287|59770|59757|80418|85220|78342|66224
rrf,86257,84252,3,93,195.458,Flutter web mjpeg stream never loads,The `Request` can't request a keep-alive http connection on web platform.,,78342|85220|84252|79748|82354|70216|78099|79554|48670|81666
rrf,86283,60678,10,94,185.062,Terminate called after throwing instance of 'std::bad_cast' (arm64),support linux arm/aarch64 target platform,,80402|81804|76705|83596|78342|73743|81196|79949|63193|60678
rrf,86320,68958,2,95,197.767,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,65021|68958|59770|85751|80418|81287|54213|78342|85220|80933
rrf,86652,85195,1,98,197.976,Flutter Web: image_picker plugin gets image from folder instead of webcam,[image_picker] Cameras don't work on the web,,85195|82602|67528|45332|77084|86257|33615|83232|79634|81804
rrf,87432,63619,1,99,205.959,"Flutter Installer Package for GNU/Linux, Mac or Windows",[Add Official Support] Add Support for Flutter Installer,,63619|53120|81650|82354|83331|32719|82345|38437|60678|70216
rrf,87927,62496,3,100,209.618,"Android 19 does not work with WebView in any mode, please test before closing the issue",Platform views are not rendering on Android API 21 & under emulator that uses Virtual Display mode ,,51875|80961|62496|75613|86257|83596|70216|75423|78009|73743
rrf,88302,82520,15,101,220.55,Waiting for obsevatory port to be available... on Vivo S1 only,Stuck on observatory when running on VIvo devices,,81196|76705|73743|76768|79949|78099|63193|80402|86257|82354
rrf,89497,88688,2,103,220.613,Flutter Web: Regression - Widgets have random ghosting behavior  in master and dev branch -- Can be observed with Link widget but applies to others as well,[Web] [Video_Player] Rendering regression,,80330|88688|85220|78009|78342|75613|86257|75076|79554|75423
rrf,89547,89540,1,105,223.653, No MaterialLocalizations found when using rflutter package,No MaterialLocalizations found,,89540|85220|78342|84252|75423|54213|77581|86257|82354|60495
rrf,90733,90675,1,111,212.249,Support iPhone’s ProMotion (120hz),Scrolling is not true 120hz and feels laggy on ProMotion iPhone 13,,90675|79634|13868|51875|48670|79554|31373|37987|81650|38437
rrf,90961,86565,2,112,235.633,External keyboard input bug in TextField in Flutter SDK 2.5.1 iOS,Textfield is duplicating characters when typing too fast from hardware keyboard,,78342|86565|75423|86257|70216|82354|80961|89914|85220|90135
rrf,91372,53120,1,113,239.873,Issue: Installing Flutter on Microsoft Surface Pro X,Add Support for running Flutter on Windows ARM64,,53120|83596|82354|83331|80933|80418|38437|76705|79554|76768
rrf,91589,60495,2,114,232.958,[tool_crash] StateError: Bad state: No context with the running Dart application.,[tool_crash] StateError: Bad state: No context with the running Dart application.,,85220|60495|78099|78342|59757|86320|81287|54213|80933|59770
rrf,91752,99606,,115,222.228,Set default keyboard language in textField,Ability to change the keyboard language programmatically,P3|a: text input|c: new feature|c: proposal|framework,81029|90961|86565|80961|89914|90135|79554|75423|79634|90063
rrf,93050,77581,4,116,234.333,[tool_crash] StateError: Bad state: Future already completed,[tool_crash] StateError: Bad state: Future already completed,,78099|85220|91589|77581|60495|81287|78342|80418|80933|59757
rrf,94108,80063,1,121,239.092,Generate dSYM file for flutter Plugin (iOS dynamic framework) ,Missing dSYM and bcsymbolmap in xcframework from `flutter build ios-framework`,platform-ios,80063|75617|79949|81650|33615|68958|61997|81666|93153|66224
rrf,95604,94060,1,124,266.241,flutter doctor error on IntelliJ IDEA: FormatException: Unexpected extension byte (at offset 5),[tool] flutter doctor throws ` FormatException: Unexpected extension byte` when using `IntelliJ IDEA  2021.3`  and `Dart` plugin,,94060|82354|91372|83596|80418|81666|93635|70216|80402|76705
rrf,96156,61340,42,126,260.955,"[webview_flutter] When sliding to the webview page, a vertical line appears",[iOS]  UiKitView will be rendered with borders.,e: device-specific|platform-ios,87927|89914|89497|51875|78009|77043|80330|88688|62496|84252
rrf,96172,73355,1,128,261.613,VMServiceFlutterDriver: request_data message is taking a long time to complete... stuck on 2.8.1 vs 2.5.3,integration_test package pauses isolates and calling pumpAndSettle() never finishes.,,73355|79748|79554|93635|82520|93050|94060|95604|91372|91589
rrf,97242,70216,1,132,269.641,Facing this error ,Confusing error message from flutter tools when verifying a broken Android Studio version.,,70216|91372|95604|81287|80418|82354|76705|93050|83596|94060
rrf,97483,51875,16,134,281.031,[webview] WebView not parsing and rendering contents until visible,[webview_flutter] Allow to preload content into an off-screen webview,,86257|75423|91589|85220|88688|90675|93050|89497|82602|75613
rrf,97685,82602,1,136,271.033,image_picker no response on iOS simulator,"[image_picker] PlatformException(multiple_request, Cancelled by a second request, null, null) when picking the first default image from the ios simulator",,82602|93153|86652|80402|79634|97242|95604|76768|45332|91372
rrf,98798,94999,5,141,265.978,[Flutter Camera 0.9.4+14] Build Warning of deprecated API,[camera] Build warnings on camera 0.9.4+5 ,,81804|95604|86652|82345|94999|83232|78342|88688|97242|82602
rrf,98913,97489,1,143,281.289,"[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49","[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49",,97489|93050|91589|85220|86320|81287|78342|80418|96167|78099
rrf,99273,85583,17,144,279.799,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,[video_player][Android TV] MPEG-DASH stream (no DRM) sometimes gets a unintentional picture-in-picture effect,e: device-specific|p: video_player|package|platform-android,79634|48670|90675|78009|80330|88688|86584|75613|86257|89497
rrf,99273,46460,16,144,280.438,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,video_player on 4K Amazon Fire TV stick shows small video on green background,e: device-specific|p: video_player|package|platform-android,79634|48670|90675|78009|80330|88688|86584|75613|86257|89497
rrf,101161,63193,1,150,280.331,i am facing this problem every time i try to run my code i just installed android studio,"Exception in thread ""main"" javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Tag mismatch!",,63193|83596|97242|94999|59312|76705|81196|82354|65021|79748
rrf,102879,66224,1,155,288.543,"[tool_crash] FileSystemException: Cannot create link, OS Error: 函数不正确。, errno = 1","[tool_crash] ""OS Error: Incorrect function"" in plugin symlinking if Flutter and project are on different volumes",,66224|86320|59770|65021|96167|81287|99954|80418|98905|85751
rrf,103204,100522,1,159,271.148,"The page suddenly flashed and couldn't stop, on iOS",Screen flickering on iOS since Flutter 2.10.0,,100522|99273|78342|86257|79634|97489|85220|90675|97483|61340
rrf,103520,103086,1,161,291.542,[iOS Web] EditableText's cursor position jumps to position 0 after deleting a character when readOnly=true,[iOS Web] EditableText's cursor position jumps to 0 after changing cursor position and entering some text when `readOnly=true`,,103086|98720|90961|86565|89914|89497|90135|75423|98342|75076
rrf,103636,102451,1,162,287.0,Flutter can't compile for windows desktop,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,102451|93635|82917|59770|66224|98905|97242|81196|65021|102879
rrf,104159,102451,89,163,280.217,flutter upgrade running into doctor check crash,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,82345|95604|94060|97242|83232|98798|80418|80933|83102|93635
rrf,104378,101895,1,164,278.633,plugin(google_sign_in): use Object type for GoogleSignInAccount operator,[google_sign_in] GoogleSignInAccount implement the equals operator wrong,,101895|89547|89540|75423|94108|75076|97483|86283|96646|98475
rrf,104384,59312,1,165,302.906,"[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 389ms Command: /Users/xs/work/jinengmao/android/gradlew, OS error code: 1","[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 0s Command: /Users/bhavneetsingh/Documents/android/gradlew, OS error code: 1",,59312|98905|96167|81287|80418|78342|76705|86320|102879|80933
rrf,105282,102451,2,168,302.544,build to run flutter app on windows got these error message.,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,103636|102451|93635|98905|65021|82917|78099|104989|63193|59770
rrf,105659,102451,2,169,302.913, Flutter Doctor Check Exception: Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,105282|102451|103636|95604|94060|93635|97242|65021|102879|82354
rrf,106248,95916,3,171,300.666,[tool_crash] StateError: Bad state: No context with the running Dart application.,[flutter_tools] StateError at RemoteDebuggerExecutionContext.id at package:dwds/src/debugging/execution_context.dart,,91589|60495|95916|78099|85220|93050|81287|93635|102879|80418
rrf,107352,83596,1,175,304.458,Crash,"Android crash: Fatal Exception: java.lang.RuntimeException java.util.concurrent.ExecutionException: java.lang.UnsatisfiedLinkError: dalvik.system.PathClassLoader[DexPathList[[zip file ""/system/framework/android.test.runner.jar"", zip file ""/system/framework/org.apache.http.legacy.boot.jar""........",,83596|78342|79748|104384|106953|78099|70216|106248|81287|86320
rrf,107829,100454,1,177,288.553,SkColorFiter/ImageFilter to DlColorFilter/ImageFilter,"Switch layers to DlImageFiter, DlColorFilter, and DlColorSource objects",engine,100454|45332|14288|33615|82602|67528|13868|97685|46460|99606
rrf,108180,108181,,178,289.506,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",r: duplicate,65021|90028|96167|85751|86320|79748|106953|68958|98905|99954
rrf,108254,105897,1,180,297.632,Add barcode icon to `Icons` class,Mismatches on Material icons,f: material design|framework,105897|68436|76580|53229|102560|105014|98798|83232|90135|82345
rrf,109621,93153,12,185,307.55,iOS app crash when toggle airplane mode in debug,[iOS] App crashes when toggling data on physical device in debug mode,,78342|106248|93635|108812|86257|91589|78099|97489|79748|96646
rrf,109623,89914,1,186,306.138,Changing the `SystemUiMode` results in a stuttery keyboard opening animation on Android,SystemUiMode.edgeToEdge bottom viewInset jumps when keyboard is opening,a: text input|framework|has reproducible steps,89914|103086|98720|103520|106326|106248|99273|86565|90675|80961
rrf,111076,93635,2,189,336.934,"Error waiting for a debug connection: The log reader stopped unexpectedly, or never started.",Error waiting for a debug connection: The log reader stopped unexpectedly. Error launching application on Windows.,,81196|93635|76705|80418|106248|82354|78099|93050|86320|81287
rrf,111970,101962,2,191,320.102,[tool_crash] RPCError,"[tool_crash] RPCError Oops; flutter has exited unexpectedly: ""_flutter.screenshotSkp: (-32000) Could not capture SKP screenshot."".",,102994|101962|78342|91589|78099|106248|85220|86320|96167|98913
rrf,113174,111660,1,193,327.059,EditableTextState.toggleToolbar (package:flutter/src/widgets/editable_text.dart:3123),Forced Null Dereference causing crash in editableTextState,,111660|112181|60495|81666|77581|65021|54213|98342|80402|89547
rrf,113594,56607,5,194,347.126,"Flutter on linux ignores the DART_VM_OPTIONS environment variable, meaning it is impossible to use Flutter on linux behind a corporate proxy",Add a flag to flutter pub/packages to use a self-signed cert file,team-tool|tool|triaged-tool,104989|80402|97242|95604|56607|76705|82354|81650|76768|63193
rrf,113965,98720,2,195,444.303,Unexpected selection behavior in the TextField widget.,"[Android] TextField cursor doesn't move to tapped position, but converts into text selection mode after selecting input mode from virtual keyboard.",,90135|98720|86584|76768|86565|112181|80402|106248|105897|88302
rrf,114058,110331,2,196,352.273,App is crashing continously in IOS device,Rendering high resolution images with the Image widget results in an app crash on iOS,,109621|110331|78342|107352|106248|91589|78099|85220|98913|97489
rrf,115667,95142,1,198,347.944,"[tool_crash] ProcessException: No such file or directory Command: google-chrome, OS error code: 2","[tool_crash] ProcessException: No such file or directory Command: /Applications/Google Chrome.app/Contents/MacOS/Google Chrome, OS error code: 2 when using custom devices",,95142|60495|59757|81287|85220|96167|80933|80418|86320|68958
rrf,116082,115832,1,201,355.041,[go_router] 5.2.0 can't enter same path again,[go_router] Navigating back does not update router location since go_router 5.2.0,,115832|112181|89497|113965|62496|85220|66833|105897|109621|93050
rrf,116247,90135,3,202,341.182,font not properly shown. while using the Open Sans Font.,Replacement character inserted after ellipsis on web,,105014|105897|90135|76580|115359|89540|89547|86565|77084|89914
rrf,116261,98342,3,203,354.361,TextField Paste option not work web mobile android chrome html render,[Android] TextField text selection toolbar not shown on long Press,,115359|75076|98342|86565|98720|90961|103520|90135|103204|83331
rrf,116712,81666,1,204,355.501,FormatException: Missing extension byte (at offset 87),flutter build ios - Crash  - [tool_crash] FormatException : Missing extension byte (at offset 17),,81666|54213|100584|65021|85220|108812|86320|108181|78342|77581
rrf,118171,118170,1,207,375.676,"Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error, index=0, format=Format(1, null, null, video/avc, avc1.64000A, -1, null, [432, 768, 28.372639], [-1, -1]), format_supported=YES","Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,",,118170|107352|114058|86257|103432|78342|99273|83596|81804|82602
rrf,118494,61997,51,208,365.279,"[tool_crash] FileSystemException: Cannot open file, OS Error: Operation did not complete successfully because the file contains a virus or potentially unwanted software., errno = 225","Advise user to add Flutter SDK, app project, pub cache, etc to antivirus allowlist",,86320|106953|108181|102879|96167|65021|59770|81287|80418|85751
rrf,120599,118947,1,213,363.138,[Impeller] Text rendering with border.,[Impeller & Skia] 0.25px separators rendering issue,P2|engine|platform-ios|team-engine|triaged-engine,118947|78009|115359|89914|80330|103520|90135|103086|105897|14288
rrf,121048,119536,1,214,353.957,Flutter Web is showing emojis in outline form instead of color,[web][3.7] Emojis are not properly rendered,,119536|105897|106659|76580|33615|115359|90135|80330|68436|120599
rrf,122692,96167,4,215,368.818,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,86320|118494|106953|96167|85751|108181|102879|68958|65021|54213
rrf,124503,103163,1,217,352.026,Paste triggers permission dialog every time on iOS 16,Flutter should support iOS 15's Secure Paste feature,,103163|116261|86565|103086|98720|98342|14720|103520|96646|61997
rrf,124869,124868,1,219,367.942,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",r: duplicate,124868|106953|86320|118494|102879|122692|59770|108181|81287|99954
rrf,125123,116954,1,220,374.201,'[FATAL:flutter/shell/platform/android/platform_view_android_jni_impl.cc(1327)] Check failed: fml::jni::CheckException(env). ,Engine crashes when AndroidView is used large size,,116954|109621|83596|107352|78342|97242|114058|62496|108812|96167
rrf,125807,115912,1,221,368.463,Support Tone-based Surfaces in Material 3,Support tone-based surface and surface container `ColorScheme` roles,,115912|102560|91372|95604|38437|119536|14288|53229|80330|81029
rrf,125981,126069,,222,368.775,Update Tooltip widget,Update tooltips to support Material 3,f: material design|framework,125807|76580|115912|90135|68436|108254|105897|116261|67528|106326
rrf,127835,99954,1,225,371.511,"[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123","[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123",,99954|86320|106953|124869|80418|124868|81287|122692|59770|80933
rrf,129241,100584,1,226,377.295,"[tool_crash] SocketException: Write failed, OS Error: Broken pipe, errno = 32","[flutter_tools] ""SocketException: Write failed (OS Error: Broken pipe, errno = 32)"" during `flutter create`",,100584|98913|97489|81287|81666|86320|85220|122692|96167|80418
rrf,131753,81804,4,228,382.134,"[video_player] PlatformException(VideoError, Video player had error com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error)","[video_player] PlatformException VideoError, MediaCodecVideoRenderer error, `format_supported=NO_EXCEEDS_CAPABILITIES`",,118171|99273|118170|81804|79634|108181|48670|88688|118494|97242
rrf,133145,59770,1,230,382.901,"I have a problem installing Flutter (the doctor check crashed)     X Due to an error, the doctor check did not complete. If the error message below is not helpful, please let us know       about this issue at https://github.com/flutter/flutter/issues.     X FileSystemException: Cannot resolve symbolic links, path = 'D:\¦ں­ êêëيم ںé§¦يé\ ©ê¤ى\flutter\bin\flutter' (OS       Error: The system cannot find the path specified.","[tool_crash] FileSystemException: Cannot resolve symbolic links, path = 'D:\development\flutter' (OS Error: The system cannot find the file specified., errno = 2)",,59770|97242|98066|106953|124869|124868|91372|96167|95604|94060
rrf,134412,115359,1,233,371.528,Provide an option to show last typed character briefly in TextField when obscureText is true on IOS,Textformfield obscureText is not displayed as expected on iOS,,115359|91752|80961|98342|86565|90063|98720|103086|53229|90961
rrf,134731,96646,1,234,378.782,[local_auth] Android throws auth_error.notAvailable instead of showing Dialog to enable pin-code,"[local_auth] ""authenticate"" with parameter ""useErrorDialogs = true"" does not open a dialog",,96646|108181|78342|91589|78099|79748|93050|109621|93635|98913
rrf,135199,132755,118,235,387.492,"[MacOS 14.0 & Xcode15] ""failed to write to a file"" error during build",DT_TOOLCHAIN_DIR cannot be used to evaluate LD_RUNPATH_SEARCH_PATHS,e: OS-version specific,86320|96167|68958|108812|122692|94060|118947|78342|118494|85751
rrf,136126,14720,56,239,388.443,"image_picker, unintended scrolling when taking photo and using brightness controls",Flutter can receive touches even when hidden behind another native ViewController,,106326|97685|89497|82602|135199|118947|99273|90675|98720|110331
rrf,136154,135301,1,240,380.625,Make an option for Wrap widget to have the Expanded children to fill the remaining space,Wrap widgets according to minimum size and then stretch them to fill available width,,135301|40648|106326|118947|135903|106659|80330|89914|89547|134412
rrf,136867,98066,9,241,395.15,"[tool_crash] FileSystemException: Creation failed, OS Error: No such file or directory, errno = 2","[flutter_tools] FileSystemException: Creation failed, path = 'C:\path' (OS Error: The system cannot find the file specified. , errno = 2)",,86320|106953|124869|124868|122692|118494|96167|102879|98066|127835
rrf,138106,133465,3,245,395.459,Avoid opening Xcode every time app runs on physical device.,Long-term solution to replacing `ios-deploy`,,81650|79554|133465|109621|125123|134731|93153|114058|22771|97242
rrf,138583,106953,2,247,391.474,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",,124869|106953|124868|136867|86320|102879|122692|118494|59770|108181
rrf,139301,40648,1,248,397.391,TextField with TextAlign.end imposes unintended behaviour when character before last one is a space.,Trailing space doesn't work with TextField with `TextAlign.right` or `TextAlign.center` or `TextAlign.end`,P2|a: text input|f: material design|framework|has reproducible steps|team-framework|triaged-framework,40648|138395|98720|137411|86565|137025|103520|135903|115359|80961
rrf,140035,97160,1,251,397.879,Windows plugin_test is 2.11% flaky,Windows build_tests flakes on `android_aot_release_android-arm64` failure,c: flake,97160|96172|62597|73355|93635|135199|139427|75617|132755|95604
rrf,142069,106659,11,254,406.255,BUG: DropdownButtonFormField input isn't clipped when focused/hovered.,DropdownButtonFormField InkWell spreads to error message,,137411|135903|138395|136126|98720|77581|106326|90961|86565|80961
rrf,144139,139861,1,257,436.214,Update intl library in flutter_localizations ,Version solving failed for `intl: 0.19.0` with `flutter_localizations`,,139861|83102|143696|95604|135199|94060|82354|134731|133145|97242
rrf,144768,138395,1,258,414.061,"Often the TextField does not focus and not enabled, and text input is not possible.",TextFormField is not focused when tapping it again after entering Japanese characters without pressing done but closing keyboard,,138395|98720|142069|115359|80961|116261|75076|90961|103086|139301
rrf,144909,135903,7,259,409.605,DropdownMenu's trailing icon padding cannot be changed,Optional padding for DropdownMenu's leadingIcon and trailingIcon,,137411|118947|105897|142069|140603|86565|135903|106326|137025|90135
rrf,145535,133585,1,262,411.047,"[tool_crash] ProcessException: Failed to find ""git"" in the search path. Command: git, OS error code: 0",[flutter_tools] ProcessException trying to call git,,133585|136867|80418|138583|81287|86320|80933|124869|118494|124868
rrf,146574,137411,1,263,408.843,ElevatedButton style applying wrong vertical padding,Incorrect vertical padding for `ElevatedButton` from `ButtonStyle`,,137411|142069|135903|109623|144909|89914|78009|140603|105897|106326
rrf,147509,137025,1,267,406.502,Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[web]: Unicode char throws `Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER)` error,,137025|105659|102451|139301|95604|135199|105897|105282|144909|115359
rrf,147747,79748,4,268,405.433,[tool_crash] HttpException,[tool_crash] HttpException,,78099|115667|91589|79748|86320|78342|85220|93050|106248|145535
rrf,148482,65021,3,272,415.558,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,108181|86320|65021|98905|118494|96167|122692|138583|124869|106953
rrf,149026,65021,2,275,418.544,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,108181|65021|118494|148482|86320|124869|102879|122692|124868|138583
rrf,149313,135552,1,276,402.501,[tool_crash] ExistingDartDevelopmentServiceException,[tool_crash] ExistingDartDevelopmentServiceException,,135552|106248|78099|91589|60495|85220|141010|136867|145535|138583
rrf,149406,148983,3,277,419.519,UniqueKey().toString() behaves differently in debug and release mode,"`ValueKey<T>(..).toString()` doesn't work in `Release` mode, gives response as `Instance of 'ValueKey<T>'` in `3.22.0` and `3.22.1`",,115359|86565|148983|75076|137025|112181|105897|147857|118947|139301
rrf,149550,143391,1,278,408.481,"[tool_crash] ProcessException: Failed to find ""D:\Flutter\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe"" in the search path. Command: D:\Flutter\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe, OS error code: 0","[flutter_tools] ProcessException: Failed to find ""C:\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe"" in the search path",,143391|81287|145535|80418|80933|124869|78099|149313|124868|59770
