method,query_issue,target_issue,target_rank,candidate_count,latency_ms,query_title,target_title,shared_labels,top_issue_numbers
tfidf,80330,14288,867,4625,3509.765,Flutter showing odd borders that don't actually exist.,Antialiasing behaviour when same-colour ,,79554|78826|79457|78614|63851|63382|57007|52979|58801|55536
tfidf,80402,79949,1,4630,3521.8,Dart snapshot generator failed with exit code -1073741819,Building project fails on generating snapshot with segmentation fault after upgrading to 2.0.1,,79949|79378|76705|78728|79045|64318|69522|77520|31019|73019
tfidf,80750,77084,1,4648,3500.808,[web] zooming and resizing does not redraw Scaffold properly,[web] flutter website doesn't resize  properly when zoomed in/out and resizing window on desktop ,,77084|50575|59642|76765|53906|77832|78213|73645|47607|13244
tfidf,80933,80418,1,4662,3616.914,"[tool_crash] ProcessException: The directory name is invalid. Command: C:\opt\flutter_windows_2.0.5-stable\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267","[tool_crash] ProcessException: The directory name is invalid. Command: C:\src\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267",,80418|78940|71938|67335|79711|78716|72843|65021|78579|78099
tfidf,80961,81029,,4664,3532.266,Keyboard doesn't popup when focusing on Android Platform view that includes text fields,[Android] Native EditText does not work for all input types when used with AndroidViewSurface,P0|a: platform-views|a: text input|customer: product|engine|found in release: 2.0|found in release: 2.1|found in release: 2.2|has reproducible steps|platform-android,45781|72918|69376|80811|78723|79031|50897|62392|78342|27155
tfidf,81196,82520,,4676,3551.388,Flutter build hangs on: Observatory listening on ,Stuck on observatory when running on VIvo devices,tool,78728|68448|77361|55128|65486|75122|77523|71412|79367|73937
tfidf,81287,80418,1,4679,3557.235,"[tool_crash] ProcessException: The directory name is invalid. Command: C:\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267","[tool_crash] ProcessException: The directory name is invalid. Command: C:\src\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267",,80418|80933|78940|71938|78716|67335|78099|72843|65021|78235
tfidf,81762,81777,44,2844,1895.075,Jump to internal section anchor,[flutter_markdown] Relative anchors,p: flutter_markdown|package,24499|36931|36530|17778|9600|17236|6061|29841|23674|29842
tfidf,82354,82345,957,4749,3638.717,Android Studio (not installed),Flutter Doctor cannot find Android Studio 4.2,,79711|82108|77129|78579|79153|75862|79270|74721|75613|64211
tfidf,83331,83232,993,4815,3669.092,X Unable to locate Android SDK., Unable to locate Android SDK,,48065|83306|78271|47610|69202|83107|71775|81326|57265|52993
tfidf,84096,83102,190,4860,3787.743,Error with I10n on Flutter 2.2.1 when use Messages With Numbers,Generated l10n file is missing 'intl' import with Flutter 2.2.0,,81522|80347|73107|70376|62496|69634|60321|63254|64309|63006
tfidf,84503,82917,1,4881,3831.403,Flutter UWP run issue,UWP  run/build failed at master branch,,82917|83354|81626|80867|32376|52052|82178|9030|61208|64211
tfidf,85220,59757,8,4930,3838.855,[tool_crash] StateError: Bad state: Cannot add event after closing,[tool_crash] StateError: Bad state: Cannot add event after closing,,83178|83793|79711|78099|84626|78342|85028|59757|82966|81666
tfidf,85751,54213,2,4961,3844.788,"[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28","[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28",,68958|54213|78518|57697|65719|71218|65021|65326|59757|69565
tfidf,86257,84252,21,4992,3890.333,Flutter web mjpeg stream never loads,The `Request` can't request a keep-alive http connection on web platform.,,85689|82966|83325|85028|83664|85117|83148|85220|83707|82108
tfidf,86283,60678,95,4993,3932.557,Terminate called after throwing instance of 'std::bad_cast' (arm64),support linux arm/aarch64 target platform,,70955|49863|73562|19188|40827|22725|71115|79045|25800|72211
tfidf,86320,68958,5,4994,3902.826,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,71218|65021|65326|65719|68958|73025|84626|69565|78236|71938
tfidf,86652,85195,6,5016,3883.723,Flutter Web: image_picker plugin gets image from folder instead of webcam,[image_picker] Cameras don't work on the web,,76039|57097|49049|62669|67955|85195|36281|80517|59488|22476
tfidf,87432,63619,1,5063,3940.529,"Flutter Installer Package for GNU/Linux, Mac or Windows",[Add Official Support] Add Support for Flutter Installer,,63619|64790|71368|29593|49774|77116|53120|83148|82966|48270
tfidf,87927,62496,930,5094,4038.158,"Android 19 does not work with WebView in any mode, please test before closing the issue",Platform views are not rendering on Android API 21 & under emulator that uses Virtual Display mode ,,37539|58382|34666|73850|62557|27078|73217|34645|32546|16542
tfidf,88302,82520,515,5115,4025.873,Waiting for obsevatory port to be available... on Vivo S1 only,Stuck on observatory when running on VIvo devices,,81196|87869|78728|87207|55128|75122|83183|68448|85900|77361
tfidf,89497,88688,219,5185,4071.644,Flutter Web: Regression - Widgets have random ghosting behavior  in master and dev branch -- Can be observed with Link widget but applies to others as well,[Web] [Video_Player] Rendering regression,,89490|80271|86959|88862|79199|83224|85452|54585|74113|82125
tfidf,89547,89540,1,5190,4081.097, No MaterialLocalizations found when using rflutter package,No MaterialLocalizations found,,89540|30630|86257|87846|88862|83325|89490|80271|82720|86959
tfidf,90733,90675,1,5262,4209.394,Support iPhone’s ProMotion (120hz),Scrolling is not true 120hz and feels laggy on ProMotion iPhone 13,,90675|45574|19144|88351|54249|32161|80580|65403|57494|13868
tfidf,90961,86565,69,5272,4193.639,External keyboard input bug in TextField in Flutter SDK 2.5.1 iOS,Textfield is duplicating characters when typing too fast from hardware keyboard,,58432|53216|84511|78342|90675|82966|54443|87846|86959|58078
tfidf,91372,53120,400,5294,4187.917,Issue: Installing Flutter on Microsoft Surface Pro X,Add Support for running Flutter on Windows ARM64,,72995|42264|43791|66489|65717|32449|52350|67264|30169|52925
tfidf,91589,60495,2,5307,4200.787,[tool_crash] StateError: Bad state: No context with the running Dart application.,[tool_crash] StateError: Bad state: No context with the running Dart application.,,85220|60495|79711|83178|74103|83793|78099|87846|89694|88862
tfidf,91752,99606,,5315,4274.991,Set default keyboard language in textField,Ability to change the keyboard language programmatically,P3|a: text input|c: new feature|c: proposal|framework,27290|26288|11714|81029|49218|47610|49936|81890|52599|59845
tfidf,93050,77581,70,5382,4286.064,[tool_crash] StateError: Bad state: Future already completed,[tool_crash] StateError: Bad state: Future already completed,,92754|92634|79711|78099|89830|85220|91378|74549|83793|89459
tfidf,94108,80063,1,5443,4396.125,Generate dSYM file for flutter Plugin (iOS dynamic framework) ,Missing dSYM and bcsymbolmap in xcframework from `flutter build ios-framework`,platform-ios,80063|49378|73699|31669|50204|55370|39886|12012|57122|32912
tfidf,95604,94060,14,5534,4476.888,flutter doctor error on IntelliJ IDEA: FormatException: Unexpected extension byte (at offset 5),[tool] flutter doctor throws ` FormatException: Unexpected extension byte` when using `IntelliJ IDEA  2021.3`  and `Dart` plugin,,72995|43791|42264|66489|65717|32449|52350|67264|30169|52925
tfidf,96156,61340,1836,5557,4454.164,"[webview_flutter] When sliding to the webview page, a vertical line appears",[iOS]  UiKitView will be rendered with borders.,e: device-specific|platform-ios,56444|42639|46366|44864|55546|40239|39770|39806|75703|25467
tfidf,96172,73355,1,5560,4456.712,VMServiceFlutterDriver: request_data message is taking a long time to complete... stuck on 2.8.1 vs 2.5.3,integration_test package pauses isolates and calling pumpAndSettle() never finishes.,,73355|72423|90908|75496|46853|59650|79491|94434|89317|86749
tfidf,97242,70216,24,5620,4587.265,Facing this error ,Confusing error message from flutter tools when verifying a broken Android Studio version.,,95604|95647|95205|43791|72995|32449|66489|42264|65717|52350
tfidf,97483,51875,1542,5633,4519.711,[webview] WebView not parsing and rendering contents until visible,[webview_flutter] Allow to preload content into an off-screen webview,,95205|94858|88862|86959|89975|96646|97213|93635|83325|94528
tfidf,97685,82602,145,5647,4529.753,image_picker no response on iOS simulator,"[image_picker] PlatformException(multiple_request, Cancelled by a second request, null, null) when picking the first default image from the ios simulator",,92569|97492|91664|92489|97484|97217|93152|96900|94521|94907
tfidf,98798,94999,663,5730,4593.494,[Flutter Camera 0.9.4+14] Build Warning of deprecated API,[camera] Build warnings on camera 0.9.4+5 ,,76039|83409|34491|89476|19806|29539|23410|19515|93699|83232
tfidf,98913,97489,1,5738,4646.731,"[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49","[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49",,97489|98321|78716|84626|96167|93050|89694|86320|96708|97061
tfidf,99273,85583,1778,5759,4697.658,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,[video_player][Android TV] MPEG-DASH stream (no DRM) sometimes gets a unintentional picture-in-picture effect,e: device-specific|p: video_player|package|platform-android,97071|94053|93257|97581|96663|92571|98507|92569|97217|97492
tfidf,99273,46460,1155,5759,4615.846,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,video_player on 4K Amazon Fire TV stick shows small video on green background,e: device-specific|p: video_player|package|platform-android,97071|94053|93257|97581|96663|92571|98507|92569|97217|97492
tfidf,101161,63193,1,5890,4664.911,i am facing this problem every time i try to run my code i just installed android studio,"Exception in thread ""main"" javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Tag mismatch!",,63193|95493|89903|14189|15064|41979|15743|24849|47625|53045
tfidf,102879,66224,28,5967,4748.319,"[tool_crash] FileSystemException: Cannot create link, OS Error: 函数不正确。, errno = 1","[tool_crash] ""OS Error: Incorrect function"" in plugin symlinking if Flutter and project are on different volumes",,99618|98343|99378|98719|100282|100889|96708|99738|98321|102739
tfidf,103204,100522,33,5987,4798.547,"The page suddenly flashed and couldn't stop, on iOS",Screen flickering on iOS since Flutter 2.10.0,,102356|102424|97213|92569|102122|97492|99807|98385|91664|101336
tfidf,103520,103086,1,6001,4793.332,[iOS Web] EditableText's cursor position jumps to position 0 after deleting a character when readOnly=true,[iOS Web] EditableText's cursor position jumps to 0 after changing cursor position and entering some text when `readOnly=true`,,103086|102356|98720|103425|94140|101009|100677|94405|99748|101742
tfidf,103636,102451,1,6010,4826.69,Flutter can't compile for windows desktop,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,102451|103577|99939|63386|69300|102836|86584|85800|82071|76117
tfidf,104159,102451,3556,6039,4831.756,flutter upgrade running into doctor check crash,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,50615|21825|36457|26353|20509|83232|37429|61422|26555|56396
tfidf,104378,101895,1,6055,4997.584,plugin(google_sign_in): use Object type for GoogleSignInAccount operator,[google_sign_in] GoogleSignInAccount implement the equals operator wrong,,101895|90139|38740|72464|34220|100029|64286|15796|59657|58382
tfidf,104384,59312,2,6057,4889.541,"[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 389ms Command: /Users/xs/work/jinengmao/android/gradlew, OS error code: 1","[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 0s Command: /Users/bhavneetsingh/Documents/android/gradlew, OS error code: 1",,88771|59312|84626|89694|98321|100082|78716|98343|96167|102123
tfidf,105282,102451,5,6114,4917.844,build to run flutter app on windows got these error message.,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,104710|104015|104939|103636|102451|104180|103577|99939|63386|86584
tfidf,105659,102451,6,6135,4908.22, Flutter Doctor Check Exception: Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,105282|104939|104710|104015|103636|102451|104180|103577|99939|63386
tfidf,106248,95916,16,6162,4952.927,[tool_crash] StateError: Bad state: No context with the running Dart application.,[flutter_tools] StateError at RemoteDebuggerExecutionContext.id at package:dwds/src/debugging/execution_context.dart,,92754|91589|92634|60495|99378|100282|105400|101996|79711|105151
tfidf,107352,83596,46,6219,4991.415,Crash,"Android crash: Fatal Exception: java.lang.RuntimeException java.util.concurrent.ExecutionException: java.lang.UnsatisfiedLinkError: dalvik.system.PathClassLoader[DexPathList[[zip file ""/system/framework/android.test.runner.jar"", zip file ""/system/framework/org.apache.http.legacy.boot.jar""........",,87846|106349|107054|105299|96646|105222|105897|105104|86959|101742
tfidf,107829,100454,4,6242,5131.912,SkColorFiter/ImageFilter to DlColorFilter/ImageFilter,"Switch layers to DlImageFiter, DlColorFilter, and DlColorSource objects",engine,51975|105461|16744|100454|73432|100687|99691|101823|26139|57363
tfidf,108180,108181,,6262,4941.504,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",r: duplicate,94279|65021|96708|73025|87025|101357|25748|97828|63266|79028
tfidf,108254,105897,4,6268,5030.264,Add barcode icon to `Icons` class,Mismatches on Material icons,f: material design|framework,100873|98439|95886|105897|99973|22126|43747|43814|56971|26555
tfidf,109621,93153,868,6341,5105.485,iOS app crash when toggle airplane mode in debug,[iOS] App crashes when toggling data on physical device in debug mode,,107352|106349|108674|107054|108343|105104|86257|102356|96646|82966
tfidf,109623,89914,1,6342,5135.239,Changing the `SystemUiMode` results in a stuttery keyboard opening animation on Android,SystemUiMode.edgeToEdge bottom viewInset jumps when keyboard is opening,a: text input|framework|has reproducible steps,89914|105419|103616|102739|94053|107705|104381|100588|97581|106248
tfidf,111076,93635,113,6432,5279.918,"Error waiting for a debug connection: The log reader stopped unexpectedly, or never started.",Error waiting for a debug connection: The log reader stopped unexpectedly. Error launching application on Windows.,,69300|86584|102836|85800|76117|82071|99939|63386|95794|76705
tfidf,111970,101962,11,6491,5268.495,[tool_crash] RPCError,"[tool_crash] RPCError Oops; flutter has exited unexpectedly: ""_flutter.screenshotSkp: (-32000) Could not capture SKP screenshot."".",,89459|86204|103629|83331|105400|71775|91378|111796|96167|66170
tfidf,113174,111660,6,6553,5227.411,EditableTextState.toggleToolbar (package:flutter/src/widgets/editable_text.dart:3123),Forced Null Dereference causing crash in editableTextState,,72077|79445|110511|73499|25460|111660|90123|5121|111892|12467
tfidf,113594,56607,804,6574,5228.006,"Flutter on linux ignores the DART_VM_OPTIONS environment variable, meaning it is impossible to use Flutter on linux behind a corporate proxy",Add a flag to flutter pub/packages to use a self-signed cert file,team-tool|tool|triaged-tool,103981|13349|104901|66034|13298|75307|87659|63139|79045|99333
tfidf,113965,98720,344,6601,5273.158,Unexpected selection behavior in the TextField widget.,"[Android] TextField cursor doesn't move to tapped position, but converts into text selection mode after selecting input mode from virtual keyboard.",,113390|104259|106543|37583|103330|107416|102904|109040|88302|87869
tfidf,114058,110331,30,6607,5272.374,App is crashing continously in IOS device,Rendering high resolution images with the Image widget results in an app crash on iOS,,110921|111160|106349|109621|111971|107352|109936|110867|111167|112080
tfidf,115667,95142,1,6696,5366.653,"[tool_crash] ProcessException: No such file or directory Command: google-chrome, OS error code: 2","[tool_crash] ProcessException: No such file or directory Command: /Applications/Google Chrome.app/Contents/MacOS/Google Chrome, OS error code: 2 when using custom devices",,95142|65475|71910|81666|83592|114482|38893|86014|42801|22970
tfidf,116082,115832,15,6726,5344.111,[go_router] 5.2.0 can't enter same path again,[go_router] Navigating back does not update router location since go_router 5.2.0,,111600|104259|102904|77523|113459|116018|98653|94042|94003|113267
tfidf,116247,90135,402,6735,5343.042,font not properly shown. while using the Open Sans Font.,Replacement character inserted after ellipsis on web,,39697|61300|57115|50637|100048|39112|60125|81537|61079|89118
tfidf,116261,98342,238,6736,5320.024,TextField Paste option not work web mobile android chrome html render,[Android] TextField text selection toolbar not shown on long Press,,92571|90930|95852|96766|94099|91307|107807|42768|97133|108278
tfidf,116712,81666,2,6765,5372.393,FormatException: Missing extension byte (at offset 87),flutter build ios - Crash  - [tool_crash] FormatException : Missing extension byte (at offset 17),,83592|81666|86014|22970|20853|24562|27245|38893|42801|58167
tfidf,118171,118170,1,6853,5421.379,"Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error, index=0, format=Format(1, null, null, video/avc, avc1.64000A, -1, null, [432, 768, 28.372639], [-1, -1]), format_supported=YES","Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,",,118170|68896|64693|79106|37252|111389|26851|106349|110921|104397
tfidf,118494,61997,1625,6873,5457.507,"[tool_crash] FileSystemException: Cannot open file, OS Error: Operation did not complete successfully because the file contains a virus or potentially unwanted software., errno = 225","Advise user to add Flutter SDK, app project, pub cache, etc to antivirus allowlist",,115923|96708|108181|86320|100889|106278|99378|106953|108579|98343
tfidf,120599,118947,10,7010,5500.889,[Impeller] Text rendering with border.,[Impeller & Skia] 0.25px separators rendering issue,P2|engine|platform-ios|team-engine|triaged-engine,41149|107705|78009|72333|111038|84114|112842|106738|101114|118947
tfidf,121048,119536,3,7044,5479.843,Flutter Web is showing emojis in outline form instead of color,[web][3.7] Emojis are not properly rendered,,120071|38964|119536|2998|78422|97509|34848|119861|92475|75188
tfidf,122692,96167,1,7128,5540.519,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,96167|86320|114482|118494|100082|71218|98321|112745|65719|108343
tfidf,124503,103163,128,7234,5645.671,Paste triggers permission dialog every time on iOS 16,Flutter should support iOS 15's Secure Paste feature,,87440|46789|45|52083|63282|93320|52342|90460|106566|41615
tfidf,124869,124868,1,7256,5634.143,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",r: duplicate,124868|106953|123185|107699|121693|96549|106278|108181|98343|99378
tfidf,125123,116954,3,7269,5630.419,'[FATAL:flutter/shell/platform/android/platform_view_android_jni_impl.cc(1327)] Check failed: fml::jni::CheckException(env). ,Engine crashes when AndroidView is used large size,,43873|29891|116954|86157|67559|112542|47765|90478|27649|106009
tfidf,125807,115912,1,7301,5680.679,Support Tone-based Surfaces in Material 3,Support tone-based surface and surface container `ColorScheme` roles,,115912|125370|119333|111448|111450|99022|116525|123389|37406|104393
tfidf,125981,126069,,7306,5679.238,Update Tooltip widget,Update tooltips to support Material 3,f: material design|framework,111448|111450|99022|119328|125807|103530|104393|112877|24382|104964
tfidf,127835,99954,3,7424,5780.72,"[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123","[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123",,126152|117655|99954|114891|126335|92074|14363|39517|96549|101357
tfidf,129241,100584,7,7498,5828.391,"[tool_crash] SocketException: Write failed, OS Error: Broken pipe, errno = 32","[flutter_tools] ""SocketException: Write failed (OS Error: Broken pipe, errno = 32)"" during `flutter create`",,117676|122001|128402|31052|123388|116712|100584|52653|24562|81666
tfidf,131753,81804,38,7619,6047.474,"[video_player] PlatformException(VideoError, Video player had error com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error)","[video_player] PlatformException VideoError, MediaCodecVideoRenderer error, `format_supported=NO_EXCEEDS_CAPABILITIES`",,118171|118170|68896|64693|79106|37252|111389|128421|127400|99615
tfidf,133145,59770,21,7691,6185.655,"I have a problem installing Flutter (the doctor check crashed)     X Due to an error, the doctor check did not complete. If the error message below is not helpful, please let us know       about this issue at https://github.com/flutter/flutter/issues.     X FileSystemException: Cannot resolve symbolic links, path = 'D:\¦ں­ êêëيم ںé§¦يé\ ©ê¤ى\flutter\bin\flutter' (OS       Error: The system cannot find the path specified.","[tool_crash] FileSystemException: Cannot resolve symbolic links, path = 'D:\development\flutter' (OS Error: The system cannot find the file specified., errno = 2)",,111540|121179|94060|100851|95604|103744|97807|109291|78327|97041
tfidf,134412,115359,2,7735,6245.051,Provide an option to show last typed character briefly in TextField when obscureText is true on IOS,Textformfield obscureText is not displayed as expected on iOS,,114956|115359|59845|33011|3091|110165|10341|134272|98342|122300
tfidf,134731,96646,19,7753,6401.832,[local_auth] Android throws auth_error.notAvailable instead of showing Dialog to enable pin-code,"[local_auth] ""authenticate"" with parameter ""useErrorDialogs = true"" does not open a dialog",,128478|129911|126398|128110|131245|128876|133903|132303|131834|129981
tfidf,135199,132755,3646,7774,6479.75,"[MacOS 14.0 & Xcode15] ""failed to write to a file"" error during build",DT_TOOLCHAIN_DIR cannot be used to evaluate LD_RUNPATH_SEARCH_PATHS,e: OS-version specific,94099|116261|126399|132940|99748|92571|97133|95852|107807|134871
tfidf,136126,14720,6392,7826,6630.24,"image_picker, unintended scrolling when taking photo and using brightness controls",Flutter can receive touches even when hidden behind another native ViewController,,135208|131936|126430|135831|134871|125489|129552|136027|128421|99748
tfidf,136154,135301,4,7828,6868.508,Make an option for Wrap widget to have the Expanded children to fill the remaining space,Wrap widgets according to minimum size and then stretch them to fill available width,,107705|95415|127256|135301|120358|129629|125370|134601|129734|92153
tfidf,136867,98066,158,7861,6470.829,"[tool_crash] FileSystemException: Creation failed, OS Error: No such file or directory, errno = 2","[flutter_tools] FileSystemException: Creation failed, path = 'C:\path' (OS Error: The system cannot find the file specified. , errno = 2)",,111796|121179|129707|111540|130719|123388|96549|86320|30757|122975
tfidf,138106,133465,752,7920,6443.375,Avoid opening Xcode every time app runs on physical device.,Long-term solution to replacing `ios-deploy`,,127256|125370|134601|132359|135680|132011|135347|129356|135356|127795
tfidf,138583,106953,6,7939,6520.838,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",,132889|130719|123388|124868|124869|106953|126335|129707|123418|115838
tfidf,139301,40648,70,7971,6603.142,TextField with TextAlign.end imposes unintended behaviour when character before last one is a space.,Trailing space doesn't work with TextField with `TextAlign.right` or `TextAlign.center` or `TextAlign.end`,P2|a: text input|f: material design|framework|has reproducible steps|team-framework|triaged-framework,132900|137851|136072|134390|133936|134334|132552|129477|134871|134753
tfidf,140035,97160,88,8015,6922.695,Windows plugin_test is 2.11% flaky,Windows build_tests flakes on `android_aot_release_android-arm64` failure,c: flake,123700|125117|125547|125543|131758|96790|132644|126999|125957|132635
tfidf,142069,106659,1613,8136,6820.95,BUG: DropdownButtonFormField input isn't clipped when focused/hovered.,DropdownButtonFormField InkWell spreads to error message,,81326|104397|134851|94099|83331|128530|139539|86204|131989|103629
tfidf,144139,139861,2,8215,6723.726,Update intl library in flutter_localizations ,Version solving failed for `intl: 0.19.0` with `flutter_localizations`,,125493|139861|139869|128565|73861|143285|72320|139960|143116|124998
tfidf,144768,138395,19,8259,6750.806,"Often the TextField does not focus and not enabled, and text input is not possible.",TextFormField is not focused when tapping it again after entering Japanese characters without pressing done but closing keyboard,,143434|134715|140278|137730|136006|129629|144331|137677|128876|143154
tfidf,144909,135903,823,8264,6741.829,DropdownMenu's trailing icon padding cannot be changed,Optional padding for DropdownMenu's leadingIcon and trailingIcon,,143574|144331|132303|121692|144611|134309|126430|136006|99748|140537
tfidf,145535,133585,17,8302,6594.01,"[tool_crash] ProcessException: Failed to find ""git"" in the search path. Command: git, OS error code: 0",[flutter_tools] ProcessException trying to call git,,124473|140585|83107|129707|136867|56976|130889|141592|50334|90059
tfidf,146574,137411,27,8350,6726.188,ElevatedButton style applying wrong vertical padding,Incorrect vertical padding for `ElevatedButton` from `ButtonStyle`,,111648|145440|141553|133936|133331|144999|140287|144611|131764|142729
tfidf,147509,137025,2,8402,6808.847,Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[web]: Unicode char throws `Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER)` error,,134513|137025|117952|145440|141089|136072|140287|144999|132900|142993
tfidf,147747,79748,77,8412,6819.005,[tool_crash] HttpException,[tool_crash] HttpException,,104901|131543|119885|91378|79711|145417|126001|63271|133331|112449
tfidf,148482,65021,12,8447,6859.299,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,123988|96708|86320|108181|129707|114482|140612|147093|87025|113207
tfidf,149026,65021,5,8477,7168.544,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,129707|147093|96708|108181|65021|87025|125739|123988|132889|118494
tfidf,149313,135552,1,8495,7159.413,[tool_crash] ExistingDartDevelopmentServiceException,[tool_crash] ExistingDartDevelopmentServiceException,,135552|78775|130719|126335|138583|136439|123418|129707|141592|123388
