method,query_issue,target_issue,target_rank,candidate_count,latency_ms,query_title,target_title,shared_labels,top_issue_numbers
tfidf,104378,101895,1,164,210.858,plugin(google_sign_in): use Object type for GoogleSignInAccount operator,[google_sign_in] GoogleSignInAccount implement the equals operator wrong,,101895|45332|97050|89547|75423|89540|97483|75076|94108|38437
tfidf,104384,59312,1,165,204.197,"[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 389ms Command: /Users/xs/work/jinengmao/android/gradlew, OS error code: 1","[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 0s Command: /Users/bhavneetsingh/Documents/android/gradlew, OS error code: 1",,59312|98913|101962|102879|96167|98905|97489|86320|80402|81287
tfidf,105282,102451,2,168,208.715,build to run flutter app on windows got these error message.,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,103636|102451|86584|104989|94999|93635|102879|60495|66224|81196
tfidf,105659,102451,3,169,217.672, Flutter Doctor Check Exception: Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,105282|103636|102451|86584|94060|95604|97242|104989|102879|94999
tfidf,106248,95916,4,171,216.469,[tool_crash] StateError: Bad state: No context with the running Dart application.,[flutter_tools] StateError at RemoteDebuggerExecutionContext.id at package:dwds/src/debugging/execution_context.dart,,91589|60495|78099|95916|85220|98905|93635|102879|93050|81287
tfidf,107352,83596,5,175,681.674,Crash,"Android crash: Fatal Exception: java.lang.RuntimeException java.util.concurrent.ExecutionException: java.lang.UnsatisfiedLinkError: dalvik.system.PathClassLoader[DexPathList[[zip file ""/system/framework/android.test.runner.jar"", zip file ""/system/framework/org.apache.http.legacy.boot.jar""........",,106326|96646|105897|86257|83596|78342|106248|106953|105014|79748
tfidf,107829,100454,2,177,1319.222,SkColorFiter/ImageFilter to DlColorFilter/ImageFilter,"Switch layers to DlImageFiter, DlColorFilter, and DlColorSource objects",engine,99606|100454|97253|103163|101895|33615|37987|45332|14720|103086
tfidf,108180,108181,,178,949.06,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",r: duplicate,65021|90028|61997|85751|84503|96167|79748|54213|99954|106953
tfidf,108254,105897,1,180,843.536,Add barcode icon to `Icons` class,Mismatches on Material icons,f: material design|framework,105897|83232|68436|96156|77084|98798|104159|76580|82345|88688
tfidf,109621,93153,62,185,314.218,iOS app crash when toggle airplane mode in debug,[iOS] App crashes when toggling data on physical device in debug mode,,107352|86257|96646|78342|106326|105897|79748|98720|106248|86565
tfidf,109623,89914,1,186,230.107,Changing the `SystemUiMode` results in a stuttery keyboard opening animation on Android,SystemUiMode.edgeToEdge bottom viewInset jumps when keyboard is opening,a: text input|framework|has reproducible steps,89914|106326|106248|98720|99273|105897|106953|109621|108181|93635
tfidf,111076,93635,13,189,234.747,"Error waiting for a debug connection: The log reader stopped unexpectedly, or never started.",Error waiting for a debug connection: The log reader stopped unexpectedly. Error launching application on Windows.,,86584|76705|104989|80402|81196|79949|90135|88302|73743|63193
tfidf,111970,101962,3,191,238.651,[tool_crash] RPCError,"[tool_crash] RPCError Oops; flutter has exited unexpectedly: ""_flutter.screenshotSkp: (-32000) Could not capture SKP screenshot."".",,83331|96167|101962|78342|102994|104384|86320|85751|82354|98913
tfidf,113174,111660,1,193,279.36,EditableTextState.toggleToolbar (package:flutter/src/widgets/editable_text.dart:3123),Forced Null Dereference causing crash in editableTextState,,111660|112181|77581|81666|54213|59312|95142|59757|60495|65021
tfidf,113594,56607,42,194,232.868,"Flutter on linux ignores the DART_VM_OPTIONS environment variable, meaning it is impossible to use Flutter on linux behind a corporate proxy",Add a flag to flutter pub/packages to use a self-signed cert file,team-tool|tool|triaged-tool,104989|80402|76705|90135|79949|91372|95604|83331|81196|111076
tfidf,113965,98720,24,195,271.165,Unexpected selection behavior in the TextField widget.,"[Android] TextField cursor doesn't move to tapped position, but converts into text selection mode after selecting input mode from virtual keyboard.",,88302|81196|94999|62496|85583|76768|86584|80402|90135|63193
tfidf,114058,110331,4,196,279.101,App is crashing continously in IOS device,Rendering high resolution images with the Image widget results in an app crash on iOS,,109621|107352|96646|110331|106326|78342|86257|105897|90961|106248
tfidf,115667,95142,1,198,263.085,"[tool_crash] ProcessException: No such file or directory Command: google-chrome, OS error code: 2","[tool_crash] ProcessException: No such file or directory Command: /Applications/Google Chrome.app/Contents/MacOS/Google Chrome, OS error code: 2 when using custom devices",,95142|81666|77581|96167|80933|59770|65021|106953|86320|59312
tfidf,116082,115832,2,201,275.556,[go_router] 5.2.0 can't enter same path again,[go_router] Navigating back does not update router location since go_router 5.2.0,,66833|115832|106326|105897|112181|88302|103086|62496|98720|90135
tfidf,116247,90135,14,202,264.283,font not properly shown. while using the Open Sans Font.,Replacement character inserted after ellipsis on web,,105014|83232|76580|89547|89540|104159|77084|67528|105897|89914
tfidf,116261,98342,10,203,266.809,TextField Paste option not work web mobile android chrome html render,[Android] TextField text selection toolbar not shown on long Press,,115359|99273|75076|94060|86565|106326|105897|86320|83331|98342
tfidf,116712,81666,1,204,275.841,FormatException: Missing extension byte (at offset 87),flutter build ios - Crash  - [tool_crash] FormatException : Missing extension byte (at offset 17),,81666|95142|115667|77581|100584|85220|54213|59757|98913|97489
tfidf,118171,118170,1,207,269.946,"Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error, index=0, format=Format(1, null, null, video/avc, avc1.64000A, -1, null, [432, 768, 28.372639], [-1, -1]), format_supported=YES","Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,",,118170|103432|96646|114058|107352|109621|115832|86257|105897|78342
tfidf,118494,61997,106,208,269.356,"[tool_crash] FileSystemException: Cannot open file, OS Error: Operation did not complete successfully because the file contains a virus or potentially unwanted software., errno = 225","Advise user to add Flutter SDK, app project, pub cache, etc to antivirus allowlist",,108181|86320|106953|101962|102879|104384|65021|98905|96167|81287
tfidf,120599,118947,1,213,265.287,[Impeller] Text rendering with border.,[Impeller & Skia] 0.25px separators rendering issue,P2|engine|platform-ios|team-engine|triaged-engine,118947|89497|78009|106326|103520|84252|89540|89547|89914|106659
tfidf,121048,119536,1,214,270.839,Flutter Web is showing emojis in outline form instead of color,[web][3.7] Emojis are not properly rendered,,119536|86652|106659|99273|83232|76580|111063|116247|104159|77084
tfidf,122692,96167,1,215,306.865,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,96167|86320|118494|106953|108181|68958|104384|85751|65021|115667
tfidf,124503,103163,3,217,301.74,Paste triggers permission dialog every time on iOS 16,Flutter should support iOS 15's Secure Paste feature,,46789|63619|103163|95604|82602|116261|86565|79554|91372|96646
tfidf,124869,124868,1,219,265.756,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",r: duplicate,124868|106953|108181|102879|118494|86320|59770|65021|101962|122692
tfidf,125123,116954,1,220,281.18,'[FATAL:flutter/shell/platform/android/platform_view_android_jni_impl.cc(1327)] Check failed: fml::jni::CheckException(env). ,Engine crashes when AndroidView is used large size,,116954|107352|79634|85583|95604|109621|90675|103432|83596|100522
tfidf,125807,115912,1,221,311.046,Support Tone-based Surfaces in Material 3,Support tone-based surface and surface container `ColorScheme` roles,,115912|109381|38437|81650|91372|125123|82345|61997|81029|95604
tfidf,125981,126069,,222,283.563,Update Tooltip widget,Update tooltips to support Material 3,f: material design|framework,125807|82345|76580|115912|67528|111063|83232|109381|106326|104159
tfidf,127835,99954,1,225,272.992,"[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123","[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123",,99954|80418|81287|80933|86320|106953|124868|124869|108181|65021
tfidf,129241,100584,2,226,324.248,"[tool_crash] SocketException: Write failed, OS Error: Broken pipe, errno = 32","[flutter_tools] ""SocketException: Write failed (OS Error: Broken pipe, errno = 32)"" during `flutter create`",,116712|100584|81666|97489|98913|81287|115667|95142|85220|96167
tfidf,131753,81804,6,228,366.727,"[video_player] PlatformException(VideoError, Video player had error com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error)","[video_player] PlatformException VideoError, MediaCodecVideoRenderer error, `format_supported=NO_EXCEEDS_CAPABILITIES`",,118171|118170|99273|124869|124868|81804|93635|106248|103432|82354
tfidf,133145,59770,4,230,626.433,"I have a problem installing Flutter (the doctor check crashed)     X Due to an error, the doctor check did not complete. If the error message below is not helpful, please let us know       about this issue at https://github.com/flutter/flutter/issues.     X FileSystemException: Cannot resolve symbolic links, path = 'D:\¦ں­ êêëيم ںé§¦يé\ ©ê¤ى\flutter\bin\flutter' (OS       Error: The system cannot find the path specified.","[tool_crash] FileSystemException: Cannot resolve symbolic links, path = 'D:\development\flutter' (OS Error: The system cannot find the file specified., errno = 2)",,94060|95604|97242|59770|97483|91372|130128|131753|79634|97685
tfidf,134412,115359,1,233,282.591,Provide an option to show last typed character briefly in TextField when obscureText is true on IOS,Textformfield obscureText is not displayed as expected on iOS,,115359|98342|53229|91752|79277|109381|51875|80961|90063|45332
tfidf,134731,96646,1,234,278.803,[local_auth] Android throws auth_error.notAvailable instead of showing Dialog to enable pin-code,"[local_auth] ""authenticate"" with parameter ""useErrorDialogs = true"" does not open a dialog",,96646|114058|109621|107352|106326|86257|115832|105897|98720|119473
tfidf,135199,132755,164,235,361.149,"[MacOS 14.0 & Xcode15] ""failed to write to a file"" error during build",DT_TOOLCHAIN_DIR cannot be used to evaluate LD_RUNPATH_SEARCH_PATHS,e: OS-version specific,116261|118947|94060|86565|99273|86320|115359|105897|83331|106326
tfidf,136126,14720,204,239,1687.144,"image_picker, unintended scrolling when taking photo and using brightness controls",Flutter can receive touches even when hidden behind another native ViewController,,135199|86565|118947|116261|106326|134731|135903|99273|105897|89497
tfidf,136154,135301,1,240,1461.474,Make an option for Wrap widget to have the Expanded children to fill the remaining space,Wrap widgets according to minimum size and then stretch them to fill available width,,135301|120599|89914|106326|103086|40648|118947|109623|135903|89497
tfidf,136867,98066,27,241,1374.54,"[tool_crash] FileSystemException: Creation failed, OS Error: No such file or directory, errno = 2","[flutter_tools] FileSystemException: Creation failed, path = 'C:\path' (OS Error: The system cannot find the file specified. , errno = 2)",,86320|133145|129241|97242|106953|94060|96167|124869|124868|135552
tfidf,138106,133465,26,245,1692.444,Avoid opening Xcode every time app runs on physical device.,Long-term solution to replacing `ios-deploy`,,135301|130128|135903|133145|38437|81650|125807|137025|109381|136154
tfidf,138583,106953,3,247,1168.0,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",,124868|124869|106953|135552|108181|129241|102879|136867|118494|59770
tfidf,139301,40648,3,248,1276.759,TextField with TextAlign.end imposes unintended behaviour when character before last one is a space.,Trailing space doesn't work with TextField with `TextAlign.right` or `TextAlign.center` or `TextAlign.end`,P2|a: text input|f: material design|framework|has reproducible steps|team-framework|triaged-framework,138395|135903|40648|137025|137411|134731|133145|131753|79634|95604
tfidf,140035,97160,1,251,1353.383,Windows plugin_test is 2.11% flaky,Windows build_tests flakes on `android_aot_release_android-arm64` failure,c: flake,97160|132755|62597|139427|96172|112181|82602|88688|97483|86565
tfidf,142069,106659,82,254,1296.747,BUG: DropdownButtonFormField input isn't clipped when focused/hovered.,DropdownButtonFormField InkWell spreads to error message,,83331|111970|96167|77581|95142|134731|137411|108812|68958|135903
tfidf,144139,139861,1,257,1198.307,Update intl library in flutter_localizations ,Version solving failed for `intl: 0.19.0` with `flutter_localizations`,,139861|135903|142069|134731|133145|140603|137025|138395|139301|135199
tfidf,144768,138395,1,258,1370.861,"Often the TextField does not focus and not enabled, and text input is not possible.",TextFormField is not focused when tapping it again after entering Japanese characters without pressing done but closing keyboard,,138395|135199|144139|142069|140603|116261|137025|137411|115359|135903
tfidf,144909,135903,40,259,1329.973,DropdownMenu's trailing icon padding cannot be changed,Optional padding for DropdownMenu's leadingIcon and trailingIcon,,135199|137411|116261|144768|105897|118947|106326|137025|86565|142069
tfidf,145535,133585,2,262,1410.537,"[tool_crash] ProcessException: Failed to find ""git"" in the search path. Command: git, OS error code: 0",[flutter_tools] ProcessException trying to call git,,136867|133585|83331|138583|135552|80418|96167|80933|141010|111970
tfidf,146574,137411,3,263,1246.072,ElevatedButton style applying wrong vertical padding,Incorrect vertical padding for `ElevatedButton` from `ButtonStyle`,,144999|140603|137411|124869|124868|138583|93635|135552|108181|109623
tfidf,147509,137025,1,267,1330.794,Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[web]: Unicode char throws `Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER)` error,,137025|144999|144768|144139|139301|140603|142069|134731|135199|135903
tfidf,147747,79748,12,268,1349.313,[tool_crash] HttpException,[tool_crash] HttpException,,144909|78099|115667|141010|94060|86320|144999|86565|116261|91589
tfidf,148482,65021,3,272,1219.944,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,86320|108181|65021|98905|118494|138583|124868|124869|122692|96167
tfidf,149026,65021,4,275,1252.584,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,108181|118494|148482|65021|86320|145535|124868|124869|101962|138583
tfidf,149313,135552,1,276,1549.077,[tool_crash] ExistingDartDevelopmentServiceException,[tool_crash] ExistingDartDevelopmentServiceException,,135552|138583|141010|129241|145535|149026|106248|118494|78099|124868
tfidf,149406,148983,16,277,1316.946,UniqueKey().toString() behaves differently in debug and release mode,"`ValueKey<T>(..).toString()` doesn't work in `Release` mode, gives response as `Instance of 'ValueKey<T>'` in `3.22.0` and `3.22.1`",,99273|116261|118947|115359|75076|136126|144909|135199|144768|106326
