method,query_issue,target_issue,target_rank,candidate_count,latency_ms,query_title,target_title,shared_labels,top_issue_numbers
dense,86320,68958,14,4994,35.099,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,65326|69565|78236|76207|71218|65719|65162|63266|73025|65021
dense,86652,85195,2,5016,25.98,Flutter Web: image_picker plugin gets image from folder instead of webcam,[image_picker] Cameras don't work on the web,,31845|85195|84521|36281|60793|79270|80517|71686|37134|22476
dense,87432,63619,2,5063,22.74,"Flutter Installer Package for GNU/Linux, Mac or Windows",[Add Official Support] Add Support for Flutter Installer,,71368|63619|81326|20467|22218|32719|4165|52262|10368|18593
dense,87927,62496,1,5094,33.886,"Android 19 does not work with WebView in any mode, please test before closing the issue",Platform views are not rendering on Android API 21 & under emulator that uses Virtual Display mode ,,62496|47677|67912|59313|87846|66318|79254|30256|58432|86959
dense,88302,82520,40,5115,46.543,Waiting for obsevatory port to be available... on Vivo S1 only,Stuck on observatory when running on VIvo devices,,32032|55128|42999|40443|37583|40448|78728|32587|54431|25044
dense,89497,88688,157,5185,36.933,Flutter Web: Regression - Widgets have random ghosting behavior  in master and dev branch -- Can be observed with Link widget but applies to others as well,[Web] [Video_Player] Rendering regression,,87686|33106|57768|12518|13082|26075|33918|46926|46366|48201
dense,89547,89540,1,5190,35.004, No MaterialLocalizations found when using rflutter package,No MaterialLocalizations found,,89540|30630|45343|62557|65868|74564|35544|82874|68939|42806
dense,90733,90675,1,5262,19.572,Support iPhone’s ProMotion (120hz),Scrolling is not true 120hz and feels laggy on ProMotion iPhone 13,,90675|70561|86457|75664|67054|37321|88628|48248|48247|70699
dense,90961,86565,11,5272,31.6,External keyboard input bug in TextField in Flutter SDK 2.5.1 iOS,Textfield is duplicating characters when typing too fast from hardware keyboard,,33011|20485|70376|54245|10341|61075|80961|76497|81029|4029
dense,91372,53120,6,5294,31.708,Issue: Installing Flutter on Microsoft Surface Pro X,Add Support for running Flutter on Windows ARM64,,29237|79206|65153|81522|17783|53120|21420|34029|17387|84503
dense,91589,60495,1,5307,35.588,[tool_crash] StateError: Bad state: No context with the running Dart application.,[tool_crash] StateError: Bad state: No context with the running Dart application.,,60495|85220|50887|83793|83178|59757|55010|54742|55009|74549
dense,91752,99606,,5315,24.108,Set default keyboard language in textField,Ability to change the keyboard language programmatically,P3|a: text input|c: new feature|c: proposal|framework,59541|19740|67282|61075|81029|49218|59845|58439|43929|29140
dense,93050,77581,1,5382,36.057,[tool_crash] StateError: Bad state: Future already completed,[tool_crash] StateError: Bad state: Future already completed,,77581|74549|78826|40734|79385|88228|75997|6219|30757|78099
dense,94108,80063,1,5443,29.474,Generate dSYM file for flutter Plugin (iOS dynamic framework) ,Missing dSYM and bcsymbolmap in xcframework from `flutter build ios-framework`,platform-ios,80063|12012|85107|81448|88179|53576|60680|58966|67979|30064
dense,95604,94060,1,5534,35.231,flutter doctor error on IntelliJ IDEA: FormatException: Unexpected extension byte (at offset 5),[tool] flutter doctor throws ` FormatException: Unexpected extension byte` when using `IntelliJ IDEA  2021.3`  and `Dart` plugin,,94060|94922|86014|49343|81666|57007|37564|49958|65153|95205
dense,96156,61340,1426,5557,31.843,"[webview_flutter] When sliding to the webview page, a vertical line appears",[iOS]  UiKitView will be rendered with borders.,e: device-specific|platform-ios,46366|56724|68877|30256|67461|83183|92475|78222|28045|53253
dense,96172,73355,7,5560,25.945,VMServiceFlutterDriver: request_data message is taking a long time to complete... stuck on 2.8.1 vs 2.5.3,integration_test package pauses isolates and calling pumpAndSettle() never finishes.,,75003|23615|24795|76911|54943|36091|73355|7696|82449|72423
dense,97242,70216,121,5620,33.706,Facing this error ,Confusing error message from flutter tools when verifying a broken Android Studio version.,,88228|6219|65153|78342|73320|67559|22293|82354|53625|91378
dense,97483,51875,20,5633,32.199,[webview] WebView not parsing and rendering contents until visible,[webview_flutter] Allow to preload content into an off-screen webview,,92264|39770|81476|37930|86959|59313|30256|84690|16502|85829
dense,97685,82602,5,5647,31.523,image_picker no response on iOS simulator,"[image_picker] PlatformException(multiple_request, Cancelled by a second request, null, null) when picking the first default image from the ios simulator",,74198|96761|79270|96748|82602|77233|80517|52993|26848|74779
dense,98798,94999,1,5730,26.026,[Flutter Camera 0.9.4+14] Build Warning of deprecated API,[camera] Build warnings on camera 0.9.4+5 ,,94999|91413|89479|83409|20708|25608|32473|81816|45755|29421
dense,98913,97489,1,5738,36.925,"[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49","[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49",,97489|27346|55009|54742|55010|77581|40734|2478|50887|78342
dense,99273,85583,4,5759,39.264,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,[video_player][Android TV] MPEG-DASH stream (no DRM) sometimes gets a unintentional picture-in-picture effect,e: device-specific|p: video_player|package|platform-android,30169|79634|58138|85583|97927|71808|66878|72696|67805|78998
dense,99273,46460,58,5759,38.047,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,video_player on 4K Amazon Fire TV stick shows small video on green background,e: device-specific|p: video_player|package|platform-android,30169|79634|58138|85583|97927|71808|66878|72696|67805|78998
dense,101161,63193,1,5890,32.25,i am facing this problem every time i try to run my code i just installed android studio,"Exception in thread ""main"" javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Tag mismatch!",,63193|74609|58802|41979|40237|37655|75995|86854|64884|35881
dense,102879,66224,6,5967,37.046,"[tool_crash] FileSystemException: Cannot create link, OS Error: 函数不正确。, errno = 1","[tool_crash] ""OS Error: Incorrect function"" in plugin symlinking if Flutter and project are on different volumes",,99618|98343|99378|76207|102816|66224|65719|59770|86320|69565
dense,103204,100522,3,5987,30.416,"The page suddenly flashed and couldn't stop, on iOS",Screen flickering on iOS since Flutter 2.10.0,,27561|82108|100522|52527|42318|79340|57083|4245|101232|70565
dense,103520,103086,1,6001,42.369,[iOS Web] EditableText's cursor position jumps to position 0 after deleting a character when readOnly=true,[iOS Web] EditableText's cursor position jumps to 0 after changing cursor position and entering some text when `readOnly=true`,,103086|85759|33011|49047|78335|87356|61075|90961|23014|49936
dense,103636,102451,1,6010,40.482,Flutter can't compile for windows desktop,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,102451|83354|8912|98994|98719|63386|32792|78579|93635|53120
dense,104159,102451,1073,6039,26.641,flutter upgrade running into doctor check crash,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,17659|27872|37429|69863|19141|73320|100851|67559|89452|14725
dense,104378,101895,1,6055,25.964,plugin(google_sign_in): use Object type for GoogleSignInAccount operator,[google_sign_in] GoogleSignInAccount implement the equals operator wrong,,101895|99766|87242|26144|46189|90139|94764|3442|15796|8306
dense,104384,59312,1,6057,36.301,"[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 389ms Command: /Users/xs/work/jinengmao/android/gradlew, OS error code: 1","[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 0s Command: /Users/bhavneetsingh/Documents/android/gradlew, OS error code: 1",,59312|11673|88771|71637|69522|73019|68959|45970|59136|43543
dense,105282,102451,3,6114,40.331,build to run flutter app on windows got these error message.,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,104015|103636|102451|104710|22970|104939|73025|104654|96708|32792
dense,105659,102451,1,6135,45.171, Flutter Doctor Check Exception: Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,102451|104939|104710|105282|104654|103636|20853|24562|104015|45538
dense,106248,95916,5,6162,40.161,[tool_crash] StateError: Bad state: No context with the running Dart application.,[flutter_tools] StateError at RemoteDebuggerExecutionContext.id at package:dwds/src/debugging/execution_context.dart,,92634|91589|92754|60495|95916|85220|50887|83178|83793|59757
dense,107352,83596,2,6219,36.353,Crash,"Android crash: Fatal Exception: java.lang.RuntimeException java.util.concurrent.ExecutionException: java.lang.UnsatisfiedLinkError: dalvik.system.PathClassLoader[DexPathList[[zip file ""/system/framework/android.test.runner.jar"", zip file ""/system/framework/org.apache.http.legacy.boot.jar""........",,43853|83596|106177|86854|78342|73320|97360|3601|6219|91378
dense,107829,100454,1,6242,19.507,SkColorFiter/ImageFilter to DlColorFilter/ImageFilter,"Switch layers to DlImageFiter, DlColorFilter, and DlColorSource objects",engine,100454|50897|105072|100687|99997|99691|97855|86841|81145|51975
dense,108180,108181,,6262,21.114,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",r: duplicate,94279|101357|73025|65021|87025|96708|104015|22970|24562|105659
dense,108254,105897,11,6268,23.975,Add barcode icon to `Icons` class,Mismatches on Material icons,f: material design|framework,92240|100194|71123|16102|64089|34206|100293|99973|62557|13345
dense,109621,93153,1,6341,38.05,iOS app crash when toggle airplane mode in debug,[iOS] App crashes when toggling data on physical device in debug mode,,93153|93152|36609|42999|101209|89936|22677|71775|4245|78333
dense,109623,89914,2,6342,40.35,Changing the `SystemUiMode` results in a stuttery keyboard opening animation on Android,SystemUiMode.edgeToEdge bottom viewInset jumps when keyboard is opening,a: text input|framework|has reproducible steps,30002|89914|84287|51571|42586|79218|93650|39900|190|57494
dense,111076,93635,1,6432,55.411,"Error waiting for a debug connection: The log reader stopped unexpectedly, or never started.",Error waiting for a debug connection: The log reader stopped unexpectedly. Error launching application on Windows.,,93635|110057|108812|88228|53625|67559|65153|28817|91378|81196
dense,111970,101962,26,6491,39.491,[tool_crash] RPCError,"[tool_crash] RPCError Oops; flutter has exited unexpectedly: ""_flutter.screenshotSkp: (-32000) Could not capture SKP screenshot."".",,105400|89459|102994|78099|60495|92754|91589|92634|50887|38893
dense,113174,111660,1,6553,160.764,EditableTextState.toggleToolbar (package:flutter/src/widgets/editable_text.dart:3123),Forced Null Dereference causing crash in editableTextState,,111660|75122|110342|10646|81537|51804|61999|69001|81839|52741
dense,113594,56607,2,6574,61.169,"Flutter on linux ignores the DART_VM_OPTIONS environment variable, meaning it is impossible to use Flutter on linux behind a corporate proxy",Add a flag to flutter pub/packages to use a self-signed cert file,team-tool|tool|triaged-tool,15339|56607|30426|39957|37149|78454|111701|36010|52235|16875
dense,113965,98720,2,6601,171.991,Unexpected selection behavior in the TextField widget.,"[Android] TextField cursor doesn't move to tapped position, but converts into text selection mode after selecting input mode from virtual keyboard.",,105104|98720|104594|64190|79592|75587|17625|32830|82720|108018
dense,114058,110331,17,6607,37.424,App is crashing continously in IOS device,Rendering high resolution images with the Image widget results in an app crash on iOS,,71775|89936|39371|50916|57973|112545|106177|22677|48871|4245
dense,115667,95142,12,6696,38.703,"[tool_crash] ProcessException: No such file or directory Command: google-chrome, OS error code: 2","[tool_crash] ProcessException: No such file or directory Command: /Applications/Google Chrome.app/Contents/MacOS/Google Chrome, OS error code: 2 when using custom devices",,98655|78518|60495|83793|81287|78940|92754|92634|91589|50887
dense,116082,115832,19,6726,40.05,[go_router] 5.2.0 can't enter same path again,[go_router] Navigating back does not update router location since go_router 5.2.0,,106204|100682|108674|106713|108278|110511|113459|115355|113282|105553
dense,116247,90135,53,6735,32.125,font not properly shown. while using the Open Sans Font.,Replacement character inserted after ellipsis on web,,6140|60125|100048|61080|19452|110469|82995|89960|39697|116231
dense,116261,98342,5,6736,36.233,TextField Paste option not work web mobile android chrome html render,[Android] TextField text selection toolbar not shown on long Press,,46022|93320|36665|89302|98342|50048|96365|37143|87846|101738
dense,116712,81666,1,6765,35.777,FormatException: Missing extension byte (at offset 87),flutter build ios - Crash  - [tool_crash] FormatException : Missing extension byte (at offset 17),,81666|86014|83592|22970|24562|80684|20853|65021|108181|96708
dense,118171,118170,1,6853,43.413,"Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error, index=0, format=Format(1, null, null, video/avc, avc1.64000A, -1, null, [432, 768, 28.372639], [-1, -1]), format_supported=YES","Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,",,118170|111389|79106|68094|64693|72696|67805|70568|81804|99615
dense,118494,61997,190,6873,41.787,"[tool_crash] FileSystemException: Cannot open file, OS Error: Operation did not complete successfully because the file contains a virus or potentially unwanted software., errno = 225","Advise user to add Flutter SDK, app project, pub cache, etc to antivirus allowlist",,86320|111796|65719|71218|102816|76207|65326|96549|69565|78236
dense,120599,118947,6,7010,40.351,[Impeller] Text rendering with border.,[Impeller & Skia] 0.25px separators rendering issue,P2|engine|platform-ios|team-engine|triaged-engine,67462|17115|105236|91839|82321|118947|93257|16223|46830|98975
dense,121048,119536,2,7044,30.26,Flutter Web is showing emojis in outline form instead of color,[web][3.7] Emojis are not properly rendered,,45947|119536|86204|29841|75188|104683|58889|95306|112933|110010
dense,122692,96167,39,7128,39.571,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,86320|102816|76207|65326|111796|65719|69565|63266|78236|118494
dense,124503,103163,1,7234,25.259,Paste triggers permission dialog every time on iOS 16,Flutter should support iOS 15's Secure Paste feature,,103163|37143|60780|84584|63662|36665|50048|46022|121012|66464
dense,124869,124868,1,7256,38.321,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",r: duplicate,124868|106953|96549|65907|123185|107699|115838|106278|114482|111796
dense,125123,116954,5,7269,40.296,'[FATAL:flutter/shell/platform/android/platform_view_android_jni_impl.cc(1327)] Check failed: fml::jni::CheckException(env). ,Engine crashes when AndroidView is used large size,,112542|50916|79254|70565|116954|120940|58432|66318|106177|27561
dense,125807,115912,16,7301,37.499,Support Tone-based Surfaces in Material 3,Support tone-based surface and surface container `ColorScheme` roles,,31653|43396|90637|119278|17635|48684|7013|120499|95776|71571
dense,125981,126069,,7306,32.435,Update Tooltip widget,Update tooltips to support Material 3,f: material design|framework,100552|99022|99901|111450|66993|22576|103530|2849|93331|111448
dense,127835,99954,4,7424,41.73,"[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123","[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123",,126152|126335|114891|99954|111796|126001|102816|76207|105106|86320
dense,129241,100584,1,7498,37.795,"[tool_crash] SocketException: Write failed, OS Error: Broken pipe, errno = 32","[flutter_tools] ""SocketException: Write failed (OS Error: Broken pipe, errno = 32)"" during `flutter create`",,100584|122001|54230|55960|55009|55010|54742|70083|108953|121859
dense,131753,81804,7,7619,40.492,"[video_player] PlatformException(VideoError, Video player had error com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error)","[video_player] PlatformException VideoError, MediaCodecVideoRenderer error, `format_supported=NO_EXCEEDS_CAPABILITIES`",,79106|72696|99615|68094|71055|128214|81804|43873|30427|67805
dense,133145,59770,1,7691,34.621,"I have a problem installing Flutter (the doctor check crashed)     X Due to an error, the doctor check did not complete. If the error message below is not helpful, please let us know       about this issue at https://github.com/flutter/flutter/issues.     X FileSystemException: Cannot resolve symbolic links, path = 'D:\¦ں­ êêëيم ںé§¦يé\ ©ê¤ى\flutter\bin\flutter' (OS       Error: The system cannot find the path specified.","[tool_crash] FileSystemException: Cannot resolve symbolic links, path = 'D:\development\flutter' (OS Error: The system cannot find the file specified., errno = 2)",,59770|8882|129505|95753|133055|69565|126152|127835|130677|128946
dense,134412,115359,1,7735,28.658,Provide an option to show last typed character briefly in TextField when obscureText is true on IOS,Textformfield obscureText is not displayed as expected on iOS,,115359|10341|123007|122300|114956|124037|88138|115702|91561|109663
dense,134731,96646,10,7753,38.908,[local_auth] Android throws auth_error.notAvailable instead of showing Dialog to enable pin-code,"[local_auth] ""authenticate"" with parameter ""useErrorDialogs = true"" does not open a dialog",,27133|36010|31685|72320|52163|78980|13506|27584|81915|96646
dense,135199,132755,899,7774,38.282,"[MacOS 14.0 & Xcode15] ""failed to write to a file"" error during build",DT_TOOLCHAIN_DIR cannot be used to evaluate LD_RUNPATH_SEARCH_PATHS,e: OS-version specific,78348|118875|105595|107688|67979|81462|75307|108343|20418|10461
dense,136126,14720,546,7826,44.797,"image_picker, unintended scrolling when taking photo and using brightness controls",Flutter can receive touches even when hidden behind another native ViewController,,34787|97685|66165|80428|59304|134753|103629|71686|74198|52993
dense,136154,135301,1,7828,37.897,Make an option for Wrap widget to have the Expanded children to fill the remaining space,Wrap widgets according to minimum size and then stretch them to fill available width,,135301|128702|82720|48252|82289|95415|26984|54968|18906|101985
dense,136867,98066,6,7861,41.23,"[tool_crash] FileSystemException: Creation failed, OS Error: No such file or directory, errno = 2","[flutter_tools] FileSystemException: Creation failed, path = 'C:\path' (OS Error: The system cannot find the file specified. , errno = 2)",,111796|102816|76207|130889|126335|98066|65719|69565|86320|122692
dense,138106,133465,6,7920,39.486,Avoid opening Xcode every time app runs on physical device.,Long-term solution to replacing `ios-deploy`,,135347|64544|137060|101209|125671|133465|123257|126494|114849|78134
dense,138583,106953,1,7939,36.811,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",,106953|124869|124868|132889|107699|96549|115838|65907|123185|114482
dense,139301,40648,1,7971,38.432,TextField with TextAlign.end imposes unintended behaviour when character before last one is a space.,Trailing space doesn't work with TextField with `TextAlign.right` or `TextAlign.center` or `TextAlign.end`,P2|a: text input|f: material design|framework|has reproducible steps|team-framework|triaged-framework,40648|129734|115702|67895|17625|79046|78335|24456|114433|82720
dense,140035,97160,34,8015,38.441,Windows plugin_test is 2.11% flaky,Windows build_tests flakes on `android_aot_release_android-arm64` failure,c: flake,125547|131758|125117|107548|125543|132644|96790|124223|99003|108890
dense,142069,106659,2,8136,38.838,BUG: DropdownButtonFormField input isn't clipped when focused/hovered.,DropdownButtonFormField InkWell spreads to error message,,14176|106659|94053|20172|60624|135903|16355|189|36324|127578
dense,144139,139861,1,8215,35.846,Update intl library in flutter_localizations ,Version solving failed for `intl: 0.19.0` with `flutter_localizations`,,139861|125493|73861|75977|77491|83102|110667|63522|45863|28322
dense,144768,138395,1,8259,39.569,"Often the TextField does not focus and not enabled, and text input is not possible.",TextFormField is not focused when tapping it again after entering Japanese characters without pressing done but closing keyboard,,138395|49936|113254|110745|61075|33011|70376|94140|52599|144598
dense,144909,135903,2,8264,44.945,DropdownMenu's trailing icon padding cannot be changed,Optional padding for DropdownMenu's leadingIcon and trailingIcon,,125199|135903|137730|89029|127568|121692|120689|18906|122866|144611
dense,145535,133585,1,8302,45.046,"[tool_crash] ProcessException: Failed to find ""git"" in the search path. Command: git, OS error code: 0",[flutter_tools] ProcessException trying to call git,,133585|124473|136655|81287|88228|80418|78940|143391|83107|140585
dense,146574,137411,1,8350,47.18,ElevatedButton style applying wrong vertical padding,Incorrect vertical padding for `ElevatedButton` from `ButtonStyle`,,137411|81890|88706|99022|123528|22125|69544|5745|48299|10383
dense,147509,137025,2,8402,40.647,Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[web]: Unicode char throws `Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER)` error,,117952|137025|112933|134513|27245|105659|20853|24562|117346|79164
dense,147747,79748,36,8412,41.955,[tool_crash] HttpException,[tool_crash] HttpException,,145417|101742|88228|108812|91378|78099|93597|6219|64843|112338
dense,148482,65021,4,8447,41.817,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,123988|108181|96708|65021|73025|129326|87025|129707|140612|24562
dense,149026,65021,3,8477,40.75,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,129707|96708|65021|87025|108181|73025|24562|130719|148482|20853
dense,149313,135552,1,8495,40.851,[tool_crash] ExistingDartDevelopmentServiceException,[tool_crash] ExistingDartDevelopmentServiceException,,135552|112338|50887|112449|89459|92754|92634|91589|107901|106248
dense,149406,148983,1,8497,41.611,UniqueKey().toString() behaves differently in debug and release mode,"`ValueKey<T>(..).toString()` doesn't work in `Release` mode, gives response as `Instance of 'ValueKey<T>'` in `3.22.0` and `3.22.1`",,148983|87810|103796|86217|109598|125638|130739|59918|87636|21160
dense,149550,143391,4,8500,40.813,"[tool_crash] ProcessException: Failed to find ""D:\Flutter\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe"" in the search path. Command: D:\Flutter\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe, OS error code: 0","[flutter_tools] ProcessException: Failed to find ""C:\flutter\bin\cache\dart-sdk\bin\dartaotruntime.exe"" in the search path",,144620|144618|145692|143391|67335|81287|90059|61547|83107|80418
