method,query_issue,target_issue,target_rank,candidate_count,latency_ms,query_title,target_title,shared_labels,top_issue_numbers
hybrid,81287,80418,1,4679,3625.845,"[tool_crash] ProcessException: The directory name is invalid. Command: C:\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267","[tool_crash] ProcessException: The directory name is invalid. Command: C:\src\flutter\bin\cache\dart-sdk\bin\pub.bat, OS error code: 267",,80418|80933|78940|67335|71938|78099|78716|64843|53913|65719
hybrid,81762,81777,1,2844,1985.325,Jump to internal section anchor,[flutter_markdown] Relative anchors,p: flutter_markdown|package,81777|24499|44899|23674|36530|11495|32120|26182|49513|47344
hybrid,82354,82345,114,4749,3693.707,Android Studio (not installed),Flutter Doctor cannot find Android Studio 4.2,,53625|79711|77137|57265|70381|58234|70601|67335|65153|82108
hybrid,83331,83232,62,4815,3786.265,X Unable to locate Android SDK., Unable to locate Android SDK,,48065|57265|63271|78271|81326|47610|83107|44180|83306|82354
hybrid,84096,83102,22,4860,3906.212,Error with I10n on Flutter 2.2.1 when use Messages With Numbers,Generated l10n file is missing 'intl' import with Flutter 2.2.0,,73107|81522|80347|70376|60321|64479|63006|63254|78695|69634
hybrid,84503,82917,1,4881,3835.767,Flutter UWP run issue,UWP  run/build failed at master branch,,82917|83354|77133|76853|76777|61208|55603|31579|13532|63386
hybrid,85220,59757,4,4930,3904.892,[tool_crash] StateError: Bad state: Cannot add event after closing,[tool_crash] StateError: Bad state: Cannot add event after closing,,83178|83793|79711|59757|78099|55010|78342|55009|54742|74549
hybrid,85751,54213,1,4961,3975.688,"[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28","[tool_crash] FileSystemException: writeFrom failed, OS Error: No space left on device, errno = 28",,54213|57697|65719|71218|65326|69565|68958|65162|78518|76207
hybrid,86257,84252,8,4992,3969.473,Flutter web mjpeg stream never loads,The `Request` can't request a keep-alive http connection on web platform.,,85689|82966|82108|85220|78342|83325|85117|84252|79748|78235
hybrid,86283,60678,741,4993,3978.49,Terminate called after throwing instance of 'std::bad_cast' (arm64),support linux arm/aarch64 target platform,,48871|83778|68964|38885|45781|73342|69863|22247|19141|17659
hybrid,86320,68958,8,4994,3977.123,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,71218|65326|65719|65021|69565|78236|73025|68958|76207|65162
hybrid,86652,85195,1,5016,3997.766,Flutter Web: image_picker plugin gets image from folder instead of webcam,[image_picker] Cameras don't work on the web,,85195|49049|36281|80517|62669|31845|67955|22476|37134|57097
hybrid,87432,63619,1,5063,4084.457,"Flutter Installer Package for GNU/Linux, Mac or Windows",[Add Official Support] Add Support for Flutter Installer,,63619|71368|81326|22218|4165|52262|20467|32719|10368|29328
hybrid,87927,62496,1,5094,4051.173,"Android 19 does not work with WebView in any mode, please test before closing the issue",Platform views are not rendering on Android API 21 & under emulator that uses Virtual Display mode ,,62496|79254|47677|30256|59313|58382|67912|79601|28063|86959
hybrid,88302,82520,148,5115,4123.621,Waiting for obsevatory port to be available... on Vivo S1 only,Stuck on observatory when running on VIvo devices,,55128|78728|81196|87869|65486|75122|77361|84915|83183|68448
hybrid,89497,88688,63,5185,4140.699,Flutter Web: Regression - Widgets have random ghosting behavior  in master and dev branch -- Can be observed with Link widget but applies to others as well,[Web] [Video_Player] Rendering regression,,87686|89490|12518|80271|43936|86959|87846|46366|79218|68877
hybrid,89547,89540,1,5190,4119.942, No MaterialLocalizations found when using rflutter package,No MaterialLocalizations found,,89540|30630|89490|29797|45343|80271|87846|83325|65868|86257
hybrid,90733,90675,1,5262,4207.591,Support iPhone’s ProMotion (120hz),Scrolling is not true 120hz and feels laggy on ProMotion iPhone 13,,90675|70561|86457|19144|75664|88628|32161|57494|67054|37321
hybrid,90961,86565,4,5272,4238.433,External keyboard input bug in TextField in Flutter SDK 2.5.1 iOS,Textfield is duplicating characters when typing too fast from hardware keyboard,,55448|20485|78342|86565|56367|59541|58078|79031|61531|87846
hybrid,91372,53120,172,5294,4219.236,Issue: Installing Flutter on Microsoft Surface Pro X,Add Support for running Flutter on Windows ARM64,,32449|43791|65717|42264|72995|52350|66489|73183|25196|52925
hybrid,91589,60495,1,5307,4243.875,[tool_crash] StateError: Bad state: No context with the running Dart application.,[tool_crash] StateError: Bad state: No context with the running Dart application.,,60495|85220|83178|79711|83793|78099|74103|89694|55010|50887
hybrid,91752,99606,,5315,4223.241,Set default keyboard language in textField,Ability to change the keyboard language programmatically,P3|a: text input|c: new feature|c: proposal|framework,81029|49218|59541|59845|27290|49936|19740|52342|67282|29140
hybrid,93050,77581,11,5382,4337.887,[tool_crash] StateError: Bad state: Future already completed,[tool_crash] StateError: Bad state: Future already completed,,92754|74549|92634|79711|78099|85220|91378|91589|83178|88228
hybrid,94108,80063,1,5443,4351.612,Generate dSYM file for flutter Plugin (iOS dynamic framework) ,Missing dSYM and bcsymbolmap in xcframework from `flutter build ios-framework`,platform-ios,80063|12012|50204|49378|60680|10654|56935|77116|41740|53576
hybrid,95604,94060,1,5534,4465.315,flutter doctor error on IntelliJ IDEA: FormatException: Unexpected extension byte (at offset 5),[tool] flutter doctor throws ` FormatException: Unexpected extension byte` when using `IntelliJ IDEA  2021.3`  and `Dart` plugin,,94060|43791|42264|72995|65717|52350|32449|25196|66489|30169
hybrid,96156,61340,1472,5557,4458.329,"[webview_flutter] When sliding to the webview page, a vertical line appears",[iOS]  UiKitView will be rendered with borders.,e: device-specific|platform-ios,46366|56444|42639|30256|30336|50475|67461|28045|59313|44864
hybrid,96172,73355,1,5560,4477.683,VMServiceFlutterDriver: request_data message is taking a long time to complete... stuck on 2.8.1 vs 2.5.3,integration_test package pauses isolates and calling pumpAndSettle() never finishes.,,73355|72423|90908|75003|23615|36091|24795|72713|53536|7696
hybrid,97242,70216,12,5620,4533.637,Facing this error ,Confusing error message from flutter tools when verifying a broken Android Studio version.,,95604|95647|95205|57007|86656|83779|43055|43791|41353|32449
hybrid,97483,51875,165,5633,4545.88,[webview] WebView not parsing and rendering contents until visible,[webview_flutter] Allow to preload content into an off-screen webview,,86959|87846|89975|37930|92264|95205|94858|94528|91307|97213
hybrid,97685,82602,73,5647,4551.704,image_picker no response on iOS simulator,"[image_picker] PlatformException(multiple_request, Cancelled by a second request, null, null) when picking the first default image from the ios simulator",,91664|92489|92569|97492|94521|93152|96900|97484|97217|94907
hybrid,98798,94999,3,5730,4571.175,[Flutter Camera 0.9.4+14] Build Warning of deprecated API,[camera] Build warnings on camera 0.9.4+5 ,,83409|89479|94999|91413|76039|25608|20708|29421|51991|62669
hybrid,98913,97489,1,5738,4620.212,"[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49","[tool_crash] OSError: OS Error: Can't assign requested address, errno = 49",,97489|98321|93050|89694|78716|92634|96167|86320|96708|91378
hybrid,99273,85583,77,5759,4683.375,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,[video_player][Android TV] MPEG-DASH stream (no DRM) sometimes gets a unintentional picture-in-picture effect,e: device-specific|p: video_player|package|platform-android,66878|78998|94053|96900|97071|96663|93257|97484|79634|97217
hybrid,99273,46460,251,5759,4615.699,[Android TV][Video_player]: Rendered video is smaller in size than actual video size and not taking parent size,video_player on 4K Amazon Fire TV stick shows small video on green background,e: device-specific|p: video_player|package|platform-android,66878|78998|94053|96900|97071|96663|93257|97484|79634|97217
hybrid,101161,63193,1,5890,4685.936,i am facing this problem every time i try to run my code i just installed android studio,"Exception in thread ""main"" javax.net.ssl.SSLException: Connection has been shutdown: javax.net.ssl.SSLException: Tag mismatch!",,63193|95493|41979|89903|15064|14189|47625|15743|66579|53045
hybrid,102879,66224,9,5967,4744.665,"[tool_crash] FileSystemException: Cannot create link, OS Error: 函数不正确。, errno = 1","[tool_crash] ""OS Error: Incorrect function"" in plugin symlinking if Flutter and project are on different volumes",,99618|98343|99378|98719|98321|96708|65719|100282|66224|86320
hybrid,103204,100522,6,5987,4742.356,"The page suddenly flashed and couldn't stop, on iOS",Screen flickering on iOS since Flutter 2.10.0,,102356|97484|102424|97213|97217|100522|92489|92569|101741|94521
hybrid,103520,103086,1,6001,4772.73,[iOS Web] EditableText's cursor position jumps to position 0 after deleting a character when readOnly=true,[iOS Web] EditableText's cursor position jumps to 0 after changing cursor position and entering some text when `readOnly=true`,,103086|98720|94140|101009|99748|96766|90961|102561|67895|96199
hybrid,103636,102451,1,6010,4812.86,Flutter can't compile for windows desktop,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,102451|103577|99939|63386|98719|93635|83354|78579|20853|71867
hybrid,104159,102451,1275,6039,4886.267,flutter upgrade running into doctor check crash,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,37429|19141|27872|65153|17659|50615|69863|100851|98312|56556
hybrid,104378,101895,1,6055,4821.219,plugin(google_sign_in): use Object type for GoogleSignInAccount operator,[google_sign_in] GoogleSignInAccount implement the equals operator wrong,,101895|90139|99766|15796|46189|87242|81983|26144|100029|75605
hybrid,104384,59312,2,6057,4824.723,"[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 389ms Command: /Users/xs/work/jinengmao/android/gradlew, OS error code: 1","[tool_crash] ProcessException: Process exited abnormally:FAILURE: Build failed with an exception.* What went wrong:Project 'app' not found in root project 'android'.* Try:Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.* Get more help at https://help.gradle.orgBUILD FAILED in 0s Command: /Users/bhavneetsingh/Documents/android/gradlew, OS error code: 1",,88771|59312|89694|84626|98321|101742|98905|96167|91378|102123
hybrid,105282,102451,5,6114,4897.049,build to run flutter app on windows got these error message.,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,104015|103636|104710|104939|102451|104180|103577|99939|63386|22970
hybrid,105659,102451,4,6135,4907.771, Flutter Doctor Check Exception: Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[windows] Exception: Bad UTF-8 encoding when running flutter doctor or building/running for Windows,,105282|104939|104710|102451|103636|104015|104180|103577|104654|20853
hybrid,106248,95916,6,6162,4922.262,[tool_crash] StateError: Bad state: No context with the running Dart application.,[flutter_tools] StateError at RemoteDebuggerExecutionContext.id at package:dwds/src/debugging/execution_context.dart,,92754|91589|92634|60495|105400|95916|100282|99378|79711|83793
hybrid,107352,83596,3,6219,4977.904,Crash,"Android crash: Fatal Exception: java.lang.RuntimeException java.util.concurrent.ExecutionException: java.lang.UnsatisfiedLinkError: dalvik.system.PathClassLoader[DexPathList[[zip file ""/system/framework/android.test.runner.jar"", zip file ""/system/framework/org.apache.http.legacy.boot.jar""........",,87846|101742|83596|106349|91378|78342|88862|104397|106532|103906
hybrid,107829,100454,1,6242,5092.946,SkColorFiter/ImageFilter to DlColorFilter/ImageFilter,"Switch layers to DlImageFiter, DlColorFilter, and DlColorSource objects",engine,100454|51975|50897|100687|99691|105461|105072|99997|48212|97855
hybrid,108180,108181,,6262,4959.471,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",r: duplicate,94279|65021|73025|96708|87025|101357|24562|22970|104015|20853
hybrid,108254,105897,3,6268,4974.089,Add barcode icon to `Icons` class,Mismatches on Material icons,f: material design|framework,100873|98439|105897|92240|99973|95886|100293|100194|72686|68436
hybrid,109621,93153,23,6341,5115.368,iOS app crash when toggle airplane mode in debug,[iOS] App crashes when toggling data on physical device in debug mode,,89936|106349|105595|107352|78342|101742|104397|73397|91378|97213
hybrid,109623,89914,1,6342,5083.928,Changing the `SystemUiMode` results in a stuttery keyboard opening animation on Android,SystemUiMode.edgeToEdge bottom viewInset jumps when keyboard is opening,a: text input|framework|has reproducible steps,89914|79218|93650|105419|88431|90271|103808|96199|30002|106248
hybrid,111076,93635,12,6432,5177.479,"Error waiting for a debug connection: The log reader stopped unexpectedly, or never started.",Error waiting for a debug connection: The log reader stopped unexpectedly. Error launching application on Windows.,,69300|82071|102836|99939|63386|86584|76117|81196|76705|85800
hybrid,111970,101962,3,6491,5191.212,[tool_crash] RPCError,"[tool_crash] RPCError Oops; flutter has exited unexpectedly: ""_flutter.screenshotSkp: (-32000) Could not capture SKP screenshot."".",,89459|105400|101962|111796|100282|91378|50887|102994|78342|92634
hybrid,113174,111660,1,6553,5282.479,EditableTextState.toggleToolbar (package:flutter/src/widgets/editable_text.dart:3123),Forced Null Dereference causing crash in editableTextState,,111660|72077|73499|79445|111892|12467|25460|90123|5121|94528
hybrid,113594,56607,11,6574,5357.949,"Flutter on linux ignores the DART_VM_OPTIONS environment variable, meaning it is impossible to use Flutter on linux behind a corporate proxy",Add a flag to flutter pub/packages to use a self-signed cert file,team-tool|tool|triaged-tool,103981|13349|99391|15339|66034|104901|65982|75307|109060|31019
hybrid,113965,98720,26,6601,5430.958,Unexpected selection behavior in the TextField widget.,"[Android] TextField cursor doesn't move to tapped position, but converts into text selection mode after selecting input mode from virtual keyboard.",,113390|94042|75122|85900|104259|106543|50401|102904|37583|109040
hybrid,114058,110331,6,6607,5342.715,App is crashing continously in IOS device,Rendering high resolution images with the Image widget results in an app crash on iOS,,109621|110921|111160|107352|111167|110331|89936|108343|105595|105564
hybrid,115667,95142,1,6696,5374.936,"[tool_crash] ProcessException: No such file or directory Command: google-chrome, OS error code: 2","[tool_crash] ProcessException: No such file or directory Command: /Applications/Google Chrome.app/Contents/MacOS/Google Chrome, OS error code: 2 when using custom devices",,95142|65475|71910|98655|78940|50887|58312|81666|105400|103906
hybrid,116082,115832,4,6726,5464.215,[go_router] 5.2.0 can't enter same path again,[go_router] Navigating back does not update router location since go_router 5.2.0,,113459|108674|106204|115832|110511|108278|94405|96221|112095|114958
hybrid,116247,90135,62,6735,5430.823,font not properly shown. while using the Open Sans Font.,Replacement character inserted after ellipsis on web,,100048|60125|39697|110469|89960|50637|6140|99665|82995|19452
hybrid,116261,98342,21,6736,5440.773,TextField Paste option not work web mobile android chrome html render,[Android] TextField text selection toolbar not shown on long Press,,92571|90930|96766|42768|93257|96582|94099|95852|97133|115359
hybrid,116712,81666,1,6765,5464.963,FormatException: Missing extension byte (at offset 87),flutter build ios - Crash  - [tool_crash] FormatException : Missing extension byte (at offset 17),,81666|83592|86014|22970|24562|20853|27245|58167|52653|38893
hybrid,118171,118170,1,6853,5515.066,"Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error, index=0, format=Format(1, null, null, video/avc, avc1.64000A, -1, null, [432, 768, 28.372639], [-1, -1]), format_supported=YES","Exoplayer giving exception- android.media.MediaCodec$CodecException: Error 0xfffffff4,",,118170|79106|64693|68896|37252|111389|67805|26851|72696|68094
hybrid,118494,61997,470,6873,5544.925,"[tool_crash] FileSystemException: Cannot open file, OS Error: Operation did not complete successfully because the file contains a virus or potentially unwanted software., errno = 225","Advise user to add Flutter SDK, app project, pub cache, etc to antivirus allowlist",,86320|115923|96708|108181|106278|99378|106953|108579|98343|111796
hybrid,120599,118947,3,7010,5583.73,[Impeller] Text rendering with border.,[Impeller & Skia] 0.25px separators rendering issue,P2|engine|platform-ios|team-engine|triaged-engine,41149|107705|118947|93331|98975|82321|104201|93257|109974|49489
hybrid,121048,119536,1,7044,5619.543,Flutter Web is showing emojis in outline form instead of color,[web][3.7] Emojis are not properly rendered,,119536|86204|75188|45947|29841|110010|104683|112933|111600|23496
hybrid,122692,96167,1,7128,5631.074,"[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2","[tool_crash] FileSystemException: Cannot open file, OS Error: No such file or directory, errno = 2",,96167|86320|114482|118494|71218|65719|65326|98321|111796|100082
hybrid,124503,103163,1,7234,5724.83,Paste triggers permission dialog every time on iOS 16,Flutter should support iOS 15's Secure Paste feature,,103163|87440|37143|63662|84584|36665|60780|116261|50048|97581
hybrid,124869,124868,1,7256,5739.702,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",r: duplicate,124868|106953|123185|107699|96549|106278|121693|98343|115838|108579
hybrid,125123,116954,2,7269,5759.812,'[FATAL:flutter/shell/platform/android/platform_view_android_jni_impl.cc(1327)] Check failed: fml::jni::CheckException(env). ,Engine crashes when AndroidView is used large size,,112542|116954|43873|29891|86157|67559|106009|78946|50916|47765
hybrid,125807,115912,1,7301,5795.915,Support Tone-based Surfaces in Material 3,Support tone-based surface and surface container `ColorScheme` roles,,115912|119333|31653|17635|57637|116525|119328|71571|90637|125370
hybrid,125981,126069,,7306,5787.307,Update Tooltip widget,Update tooltips to support Material 3,f: material design|framework,111450|111448|99022|103530|125807|119328|22576|99901|100552|119333
hybrid,127835,99954,4,7424,5858.622,"[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123","[tool_crash] FileSystemException: Exists failed, OS Error: The filename, directory name, or volume label syntax is incorrect., errno = 123",,126152|117655|114891|99954|126335|111796|96549|107699|106953|86320
hybrid,129241,100584,2,7498,5909.447,"[tool_crash] SocketException: Write failed, OS Error: Broken pipe, errno = 32","[flutter_tools] ""SocketException: Write failed (OS Error: Broken pipe, errno = 32)"" during `flutter create`",,122001|100584|117676|81666|83592|116712|31052|126335|121859|123388
hybrid,131753,81804,14,7619,6013.573,"[video_player] PlatformException(VideoError, Video player had error com.google.android.exoplayer2.ExoPlaybackException: MediaCodecVideoRenderer error)","[video_player] PlatformException VideoError, MediaCodecVideoRenderer error, `format_supported=NO_EXCEEDS_CAPABILITIES`",,118171|118170|79106|68896|64693|37252|111389|99615|68094|128214
hybrid,133145,59770,8,7691,6103.644,"I have a problem installing Flutter (the doctor check crashed)     X Due to an error, the doctor check did not complete. If the error message below is not helpful, please let us know       about this issue at https://github.com/flutter/flutter/issues.     X FileSystemException: Cannot resolve symbolic links, path = 'D:\¦ں­ êêëيم ںé§¦يé\ ©ê¤ى\flutter\bin\flutter' (OS       Error: The system cannot find the path specified.","[tool_crash] FileSystemException: Cannot resolve symbolic links, path = 'D:\development\flutter' (OS Error: The system cannot find the file specified., errno = 2)",,100851|111540|94060|129505|95604|103744|78327|59770|127797|97242
hybrid,134412,115359,1,7735,6140.058,Provide an option to show last typed character briefly in TextField when obscureText is true on IOS,Textformfield obscureText is not displayed as expected on iOS,,115359|114956|10341|122300|124037|88138|123007|33011|99918|49936
hybrid,134731,96646,1,7753,6276.686,[local_auth] Android throws auth_error.notAvailable instead of showing Dialog to enable pin-code,"[local_auth] ""authenticate"" with parameter ""useErrorDialogs = true"" does not open a dialog",,96646|128110|111971|120421|111160|125493|130480|128478|105005|106349
hybrid,135199,132755,1521,7774,6128.891,"[MacOS 14.0 & Xcode15] ""failed to write to a file"" error during build",DT_TOOLCHAIN_DIR cannot be used to evaluate LD_RUNPATH_SEARCH_PATHS,e: OS-version specific,94099|91378|92354|132940|107807|97133|100082|86320|134851|114849
hybrid,136126,14720,1741,7826,6184.409,"image_picker, unintended scrolling when taking photo and using brightness controls",Flutter can receive touches even when hidden behind another native ViewController,,134753|103629|79270|134715|135208|52993|134871|97685|122283|126649
hybrid,136154,135301,1,7828,6155.908,Make an option for Wrap widget to have the Expanded children to fill the remaining space,Wrap widgets according to minimum size and then stretch them to fill available width,,135301|128702|95415|127256|48252|82289|18906|82720|54968|92153
hybrid,136867,98066,51,7861,6249.852,"[tool_crash] FileSystemException: Creation failed, OS Error: No such file or directory, errno = 2","[flutter_tools] FileSystemException: Creation failed, path = 'C:\path' (OS Error: The system cannot find the file specified. , errno = 2)",,111796|130719|86320|130889|96549|132889|101571|114891|98321|126335
hybrid,138106,133465,9,7920,6331.357,Avoid opening Xcode every time app runs on physical device.,Long-term solution to replacing `ios-deploy`,,135347|137060|130214|135208|126494|101209|137485|128110|133465|64544
hybrid,138583,106953,2,7939,6337.628,"[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3","[tool_crash] FileSystemException: Deletion failed, OS Error: The system cannot find the path specified., errno = 3",,132889|106953|124868|124869|130719|115838|126335|123185|107699|123388
hybrid,139301,40648,3,7971,6344.936,TextField with TextAlign.end imposes unintended behaviour when character before last one is a space.,Trailing space doesn't work with TextField with `TextAlign.right` or `TextAlign.center` or `TextAlign.end`,P2|a: text input|f: material design|framework|has reproducible steps|team-framework|triaged-framework,132900|129734|40648|115702|67895|127220|126263|131936|130070|138395
hybrid,140035,97160,62,8015,6567.195,Windows plugin_test is 2.11% flaky,Windows build_tests flakes on `android_aot_release_android-arm64` failure,c: flake,125547|125117|131758|125543|96790|123700|132644|99003|107548|124223
hybrid,142069,106659,60,8136,6382.393,BUG: DropdownButtonFormField input isn't clipped when focused/hovered.,DropdownButtonFormField InkWell spreads to error message,,131989|81326|104397|103629|134851|63948|139539|130070|86204|127578
hybrid,144139,139861,2,8215,6429.804,Update intl library in flutter_localizations ,Version solving failed for `intl: 0.19.0` with `flutter_localizations`,,125493|139861|73861|72320|128565|139869|77491|45863|138935|143711
hybrid,144768,138395,1,8259,6463.476,"Often the TextField does not focus and not enabled, and text input is not possible.",TextFormField is not focused when tapping it again after entering Japanese characters without pressing done but closing keyboard,,138395|143434|137677|132232|128876|130652|137619|129629|140537|136006
hybrid,144909,135903,8,8264,6492.396,DropdownMenu's trailing icon padding cannot be changed,Optional padding for DropdownMenu's leadingIcon and trailingIcon,,121692|144611|137730|125199|127568|137411|125476|135903|139266|131989
hybrid,145535,133585,3,8302,6513.732,"[tool_crash] ProcessException: Failed to find ""git"" in the search path. Command: git, OS error code: 0",[flutter_tools] ProcessException trying to call git,,124473|140585|133585|83107|56976|136867|90059|130889|50410|144620
hybrid,146574,137411,1,8350,6579.81,ElevatedButton style applying wrong vertical padding,Incorrect vertical padding for `ElevatedButton` from `ButtonStyle`,,137411|111648|133936|123528|121626|88706|94053|131945|130295|145601
hybrid,147509,137025,1,8402,6611.961,Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER) found while decoding string,[web]: Unicode char throws `Bad UTF-8 encoding (U+FFFD; REPLACEMENT CHARACTER)` error,,137025|134513|117952|112933|105659|134287|146486|27245|102451|20853
hybrid,147747,79748,23,8412,6610.345,[tool_crash] HttpException,[tool_crash] HttpException,,104901|145417|91378|79711|119885|112449|78099|92129|101742|101996
hybrid,148482,65021,6,8447,6601.112,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,123988|96708|108181|129707|87025|65021|86320|140612|73025|113207
hybrid,149026,65021,4,8477,6616.422,"[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null","[tool_crash] FileSystemException: Failed to decode data using encoding 'utf-8', null",,129707|96708|108181|65021|87025|147093|73025|123988|118494|148482
hybrid,149313,135552,1,8495,6673.251,[tool_crash] ExistingDartDevelopmentServiceException,[tool_crash] ExistingDartDevelopmentServiceException,,135552|78775|112338|130719|126335|138583|107901|123418|141010|115838
